"","ID","Scenario","truck.share"
"1076","76","S2",44.94
"1077","77","S2",45.55
"1078","78","S2",45.77
"1079","79","S2",45.97
"1080","80","S2",46.08
"1081","81","S2",46.18
"1082","82","S2",46.46
"1083","83","S2",45.22
"1084","84","S2",45.34
"1085","85","S2",45.96
"1086","86","S2",45.72
"1087","87","S2",45.77
"1088","88","S2",45.69
"1089","89","S2",46.09
"1090","90","S2",45.51
"1091","91","S2",45.76
"1092","92","S2",45.87
"1093","93","S2",45.1
"1094","94","S2",46.27
"1095","95","S2",45.7
"1096","96","S2",45.12
"1097","97","S2",45.6
"1098","98","S2",45.53
"1099","99","S2",46.31
"1100","100","S2",46.71
"1101","101","S2",46.19
"1102","102","S2",45.78
"1103","103","S2",45.88
"1104","104","S2",45.55
"1105","105","S2",45
"1106","106","S2",45.95
"1107","107","S2",45.44
"1108","108","S2",45.83
"1109","109","S2",45.97
"1110","110","S2",45.79
"1111","111","S2",45.81
"1112","112","S2",45.81
"1113","113","S2",47.03
"1114","114","S2",45.58
"1115","115","S2",46.82
"1116","116","S2",46.19
"1117","117","S2",45.45
"1118","118","S2",45.72
"1119","119","S2",46.31
"1120","120","S2",45.34
"1121","121","S2",45.77
"1122","122","S2",45.79
"1123","123","S2",45.56
"1124","124","S2",46.79
"1125","125","S2",45.67
"1126","126","S2",46.78
"1127","127","S2",46.69
"1128","128","S2",46.22
"1129","129","S2",44.88
"1130","130","S2",45.54
"1131","131","S2",46.04
"1132","132","S2",45.52
"1133","133","S2",46.54
"1134","134","S2",45.35
"1135","135","S2",46.29
"1136","136","S2",45.64
"1137","137","S2",45.88
"1138","138","S2",45.33
"1139","139","S2",46.57
"1140","140","S2",46.18
"1141","141","S2",44.9
"1142","142","S2",45.7
"1143","143","S2",46.05
"1144","144","S2",46.87
"1145","145","S2",45.41
"1146","146","S2",44.92
"1147","147","S2",46.31
"1148","148","S2",46.26
"1149","149","S2",46.39
"1150","150","S2",46.25
"1151","151","S2",46.75
"1152","152","S2",44.61
"1153","153","S2",46.6
"1154","154","S2",45.89
"1155","155","S2",45.99
"1156","156","S2",45.6
"1157","157","S2",46.02
"1158","158","S2",46.33
"1159","159","S2",46.3
"1160","160","S2",45.57
"1161","161","S2",46.86
"1162","162","S2",45.99
"1163","163","S2",46.04
"1164","164","S2",46.05
"1165","165","S2",45.44
"1166","166","S2",45.89
"1167","167","S2",46.17
"1168","168","S2",45.49
"1169","169","S2",46.15
"1170","170","S2",45.76
"1171","171","S2",45.33
"1172","172","S2",46.35
"1173","173","S2",46.6
"1174","174","S2",46.47
"1175","175","S2",45.41
"1176","176","S2",45.44
"1177","177","S2",46.76
"1178","178","S2",45.97
"1179","179","S2",46.26
"1180","180","S2",45.92
"1181","181","S2",46.42
"1182","182","S2",45.94
"1183","183","S2",45.95
"1184","184","S2",46.15
"1185","185","S2",45.95
"1186","186","S2",45.27
"1187","187","S2",46.44
"1188","188","S2",45.15
"1189","189","S2",45.68
"1190","190","S2",45.07
"1191","191","S2",46.21
"1192","192","S2",45.71
"1193","193","S2",44.95
"1194","194","S2",45.95
"1195","195","S2",46.19
"1196","196","S2",45.44
"1197","197","S2",46.72
"1198","198","S2",46.35
"1199","199","S2",44.66
"1200","200","S2",46.44
"1201","201","S2",45.98
"1202","202","S2",46.49
"1203","203","S2",45.95
"1204","204","S2",45.48
"1205","205","S2",46.15
"1206","206","S2",45.56
"1207","207","S2",46.7
"1208","208","S2",46.02
"1209","209","S2",46.08
"1210","210","S2",45.58
"1211","211","S2",46.02
"1212","212","S2",46.64
"1213","213","S2",45.01
"1214","214","S2",46.07
"1215","215","S2",46.07
"1216","216","S2",45.63
"1217","217","S2",45.45
"1218","218","S2",46.75
"1219","219","S2",46.58
"1220","220","S2",46.1
"1221","221","S2",44.7
"1222","222","S2",45.92
"1223","223","S2",45.15
"1224","224","S2",46.49
"1225","225","S2",46.82
"1226","226","S2",46.11
"1227","227","S2",45.14
"1228","228","S2",46.01
"1229","229","S2",45.35
"1230","230","S2",45.5
"1231","231","S2",45.8
"1232","232","S2",45.19
"1233","233","S2",45.7
"1234","234","S2",45.99
"1235","235","S2",45.46
"1236","236","S2",46.55
"1237","237","S2",45.46
"1238","238","S2",45.89
"1239","239","S2",45.81
"1240","240","S2",44.99
"1241","241","S2",46.23
"1242","242","S2",45.69
"1243","243","S2",45.28
"1244","244","S2",45.23
"1245","245","S2",46.24
"1246","246","S2",46.29
"1247","247","S2",45.69
"1248","248","S2",45.85
"1249","249","S2",46.04
"1250","250","S2",45.96
"1251","251","S2",45.31
"1252","252","S2",46.32
"1253","253","S2",46.25
"1254","254","S2",45.93
"1255","255","S2",46.15
"1256","256","S2",45.6
"1257","257","S2",45.55
"1258","258","S2",45.74
"1259","259","S2",45.54
"1260","260","S2",45.7
"1261","261","S2",44.96
"1262","262","S2",45.12
"1263","263","S2",45.07
"1264","264","S2",46.01
"1265","265","S2",46.73
"1266","266","S2",45.52
"1267","267","S2",45.64
"1268","268","S2",45.94
"1269","269","S2",46.45
"1270","270","S2",46.16
"1271","271","S2",45.79
"1272","272","S2",46
"1273","273","S2",45.71
"1274","274","S2",44.87
"1275","275","S2",45.83
"1276","276","S2",45.5
"1277","277","S2",46.3
"1278","278","S2",45.53
"1279","279","S2",46.16
"1280","280","S2",45.39
"1281","281","S2",45.63
"1282","282","S2",46.32
"1283","283","S2",45.39
"1284","284","S2",46.03
"1285","285","S2",45.82
"1286","286","S2",45.44
"1287","287","S2",46.28
"1288","288","S2",46.11
"1289","289","S2",47.03
"1290","290","S2",46.37
"1291","291","S2",46.17
"1292","292","S2",45.99
"1293","293","S2",45.81
"1294","294","S2",45.62
"1295","295","S2",45.64
"1296","296","S2",45.81
"1297","297","S2",45.35
"1298","298","S2",46.41
"1299","299","S2",46.05
"1300","300","S2",45.99
"1301","301","S2",45.47
"1302","302","S2",45.54
"1303","303","S2",46
"1304","304","S2",45.99
"1305","305","S2",45.42
"1306","306","S2",45.36
"1307","307","S2",45.5
"1308","308","S2",45.64
"1309","309","S2",45.58
"1310","310","S2",46.21
"1311","311","S2",45.88
"1312","312","S2",45.87
"1313","313","S2",45.64
"1314","314","S2",45.63
"1315","315","S2",46.25
"1316","316","S2",45.65
"1317","317","S2",46.36
"1318","318","S2",45.59
"1319","319","S2",44.95
"1320","320","S2",45.76
"1321","321","S2",46.98
"1322","322","S2",45.48
"1323","323","S2",45.54
"1324","324","S2",45.71
"1325","325","S2",45.81
"1326","326","S2",44.73
"1327","327","S2",45.94
"1328","328","S2",46.17
"1329","329","S2",45.79
"1330","330","S2",46.1
"1331","331","S2",46.44
"1332","332","S2",45.77
"1333","333","S2",44.96
"1334","334","S2",46.28
"1335","335","S2",45.66
"1336","336","S2",45.36
"1337","337","S2",46.01
"1338","338","S2",46.23
"1339","339","S2",46
"1340","340","S2",46.47
"1341","341","S2",45.55
"1342","342","S2",45.64
"1343","343","S2",45.88
"1344","344","S2",46.31
"1345","345","S2",45.55
"1346","346","S2",45.66
"1347","347","S2",46.71
"1348","348","S2",44.98
"1349","349","S2",46.19
"1350","350","S2",46.11
"1351","351","S2",45.41
"1352","352","S2",45.02
"1353","353","S2",46.24
"1354","354","S2",45.83
"1355","355","S2",45.45
"1356","356","S2",44.95
"1357","357","S2",45.77
"1358","358","S2",45.94
"1359","359","S2",45.29
"1360","360","S2",46.53
"1361","361","S2",45.83
"1362","362","S2",45.74
"1363","363","S2",46.08
"1364","364","S2",45.71
"1365","365","S2",45.83
"1366","366","S2",45.69
"1367","367","S2",45.4
"1368","368","S2",45.79
"1369","369","S2",46.62
"1370","370","S2",46.05
"1371","371","S2",45.05
"1372","372","S2",45.6
"1373","373","S2",45.99
"1374","374","S2",45.94
"1375","375","S2",46.44
"1376","376","S2",45.81
"1377","377","S2",45.35
"1378","378","S2",46.01
"1379","379","S2",45.93
"1380","380","S2",46.06
"1381","381","S2",46.6
"1382","382","S2",45.61
"1383","383","S2",46.1
"1384","384","S2",45.67
"1385","385","S2",45.99
"1386","386","S2",46.34
"1387","387","S2",45.92
"1388","388","S2",45.91
"1389","389","S2",46.73
"1390","390","S2",45.6
"1391","391","S2",45.7
"1392","392","S2",45.48
"1393","393","S2",46.32
"1394","394","S2",45.45
"1395","395","S2",46.98
"1396","396","S2",45.92
"1397","397","S2",45.6
"1398","398","S2",45.72
"1399","399","S2",45.94
"1400","400","S2",45.59
"1401","401","S2",46.01
"1402","402","S2",46.04
"1403","403","S2",45.66
"1404","404","S2",45.61
"1405","405","S2",46.32
"1406","406","S2",45.49
"1407","407","S2",45.84
"1408","408","S2",45.81
"1409","409","S2",46.37
"1410","410","S2",47.11
"1411","411","S2",44.93
"1412","412","S2",44.93
"1413","413","S2",45.82
"1414","414","S2",45.57
"1415","415","S2",45.48
"1416","416","S2",45.95
"1417","417","S2",45.12
"1418","418","S2",46.51
"1419","419","S2",45.52
"1420","420","S2",45.6
"1421","421","S2",45.88
"1422","422","S2",46.16
"1423","423","S2",45.92
"1424","424","S2",44.8
"1425","425","S2",45.2
"1426","426","S2",46.07
"1427","427","S2",45.51
"1428","428","S2",46.17
"1429","429","S2",46.37
"1430","430","S2",45.88
"1431","431","S2",46.2
"1432","432","S2",46.37
"1433","433","S2",45.4
"1434","434","S2",46.42
"1435","435","S2",46.14
"1436","436","S2",45.17
"1437","437","S2",46.22
"1438","438","S2",45.8
"1439","439","S2",46.71
"1440","440","S2",45.91
"1441","441","S2",46.65
"1442","442","S2",46.83
"1443","443","S2",45.16
"1444","444","S2",45.73
"1445","445","S2",45.96
"1446","446","S2",45.92
"1447","447","S2",45.01
"1448","448","S2",45.74
"1449","449","S2",46.1
"1450","450","S2",46.91
"1451","451","S2",45.49
"1452","452","S2",45.48
"1453","453","S2",45.58
"1454","454","S2",45.56
"1455","455","S2",45.85
"1456","456","S2",45.65
"1457","457","S2",45.34
"1458","458","S2",45.65
"1459","459","S2",45.69
"1460","460","S2",46.3
"1461","461","S2",45.56
"1462","462","S2",45.82
"1463","463","S2",46.06
"1464","464","S2",46.19
"1465","465","S2",46.18
"1466","466","S2",46.67
"1467","467","S2",45.86
"1468","468","S2",46.08
"1469","469","S2",47.2
"1470","470","S2",45.84
"1471","471","S2",45.57
"1472","472","S2",46.52
"1473","473","S2",46.24
"1474","474","S2",46.59
"1475","475","S2",46.01
"1476","476","S2",45.32
"1477","477","S2",45.21
"1478","478","S2",46.31
"1479","479","S2",45.62
"1480","480","S2",46.53
"1481","481","S2",46.09
"1482","482","S2",46.99
"1483","483","S2",45.93
"1484","484","S2",46.26
"1485","485","S2",45.69
"1486","486","S2",45.42
"1487","487","S2",46.91
"1488","488","S2",46.46
"1489","489","S2",45.26
"1490","490","S2",45.81
"1491","491","S2",46.86
"1492","492","S2",45.97
"1493","493","S2",45.9
"1494","494","S2",45.53
"1495","495","S2",46.02
"1496","496","S2",45.45
"1497","497","S2",46.23
"1498","498","S2",45.92
"1499","499","S2",46.25
"1500","500","S2",46.21
"1501","1","S3",45.71
"1502","2","S3",45.42
"1503","3","S3",46.31
"1504","4","S3",46.86
"1505","5","S3",45.85
"1506","6","S3",45.98
"1507","7","S3",45.86
"1508","8","S3",45.72
"1509","9","S3",45.5
"1510","10","S3",45.63
"1511","11","S3",44.96
"1512","12","S3",45.21
"1513","13","S3",44.91
"1514","14","S3",45.56
"1515","15","S3",45.49
"1516","16","S3",45.05
"1517","17","S3",45.92
"1518","18","S3",45.93
"1519","19","S3",45.79
"1520","20","S3",46.01
"1521","21","S3",45.12
"1522","22","S3",45.67
"1523","23","S3",44.94
"1524","24","S3",45.49
"1525","25","S3",46.41
"1526","26","S3",46.01
"1527","27","S3",46.38
"1528","28","S3",45.65
"1529","29","S3",45.48
"1530","30","S3",46.06
"1531","31","S3",45.98
"1532","32","S3",46.46
"1533","33","S3",45.39
"1534","34","S3",45.53
"1535","35","S3",45.78
"1536","36","S3",45.64
"1537","37","S3",45.7
"1538","38","S3",45.27
"1539","39","S3",46.05
"1540","40","S3",47.02
"1541","41","S3",46.78
"1542","42","S3",46.22
"1543","43","S3",46.06
"1544","44","S3",45.57
"1545","45","S3",46
"1546","46","S3",46.11
"1547","47","S3",45.76
"1548","48","S3",45.47
"1549","49","S3",45.64
"1550","50","S3",45.23
"1551","51","S3",46.16
"1552","52","S3",45.81
"1553","53","S3",46.43
"1554","54","S3",46.18
"1555","55","S3",45.61
"1556","56","S3",45.27
"1557","57","S3",46.09
"1558","58","S3",46.12
"1559","59","S3",45.92
"1560","60","S3",45.94
"1561","61","S3",45.92
"1562","62","S3",45.84
"1563","63","S3",45.92
"1564","64","S3",45.6
"1565","65","S3",45.97
"1566","66","S3",45.88
"1567","67","S3",46.06
"1568","68","S3",46.28
"1569","69","S3",45.83
"1570","70","S3",45.6
"1571","71","S3",45.67
"1572","72","S3",46.26
"1573","73","S3",46.36
"1574","74","S3",46.32
"1575","75","S3",46.18
"1576","76","S3",44.94
"1577","77","S3",45.55
"1578","78","S3",45.77
"1579","79","S3",45.97
"1580","80","S3",46.08
"1581","81","S3",46.18
"1582","82","S3",46.46
"1583","83","S3",45.22
"1584","84","S3",45.34
"1585","85","S3",45.96
"1586","86","S3",45.72
"1587","87","S3",45.77
"1588","88","S3",45.69
"1589","89","S3",46.09
"1590","90","S3",45.51
"1591","91","S3",45.76
"1592","92","S3",45.87
"1593","93","S3",45.1
"1594","94","S3",46.27
"1595","95","S3",45.7
"1596","96","S3",45.12
"1597","97","S3",45.6
"1598","98","S3",45.53
"1599","99","S3",46.31
"1600","100","S3",46.71
"1601","101","S3",46.19
"1602","102","S3",45.78
"1603","103","S3",45.88
"1604","104","S3",45.55
"1605","105","S3",45
"1606","106","S3",45.95
"1607","107","S3",45.44
"1608","108","S3",45.83
"1609","109","S3",45.97
"1610","110","S3",45.79
"1611","111","S3",45.81
"1612","112","S3",45.81
"1613","113","S3",47.03
"1614","114","S3",45.58
"1615","115","S3",46.82
"1616","116","S3",46.19
"1617","117","S3",45.45
"1618","118","S3",45.72
"1619","119","S3",46.31
"1620","120","S3",45.34
"1621","121","S3",45.77
"1622","122","S3",45.79
"1623","123","S3",45.56
"1624","124","S3",46.79
"1625","125","S3",45.67
"1626","126","S3",46.78
"1627","127","S3",46.69
"1628","128","S3",46.22
"1629","129","S3",44.88
"1630","130","S3",45.54
"1631","131","S3",46.04
"1632","132","S3",45.52
"1633","133","S3",46.54
"1634","134","S3",45.35
"1635","135","S3",46.29
"1636","136","S3",45.64
"1637","137","S3",45.88
"1638","138","S3",45.33
"1639","139","S3",46.57
"1640","140","S3",46.18
"1641","141","S3",44.9
"1642","142","S3",45.7
"1643","143","S3",46.05
"1644","144","S3",46.87
"1645","145","S3",45.41
"1646","146","S3",44.92
"1647","147","S3",46.31
"1648","148","S3",46.26
"1649","149","S3",46.39
"1650","150","S3",46.25
"1651","151","S3",46.75
"1652","152","S3",44.61
"1653","153","S3",46.6
"1654","154","S3",45.89
"1655","155","S3",45.99
"1656","156","S3",45.6
"1657","157","S3",46.02
"1658","158","S3",46.33
"1659","159","S3",46.3
"1660","160","S3",45.57
"1661","161","S3",46.86
"1662","162","S3",45.99
"1663","163","S3",46.04
"1664","164","S3",46.05
"1665","165","S3",45.44
"1666","166","S3",45.89
"1667","167","S3",46.17
"1668","168","S3",45.49
"1669","169","S3",46.15
"1670","170","S3",45.76
"1671","171","S3",45.33
"1672","172","S3",46.35
"1673","173","S3",46.6
"1674","174","S3",46.47
"1675","175","S3",45.41
"1676","176","S3",45.44
"1677","177","S3",46.76
"1678","178","S3",45.97
"1679","179","S3",46.26
"1680","180","S3",45.92
"1681","181","S3",46.42
"1682","182","S3",45.94
"1683","183","S3",45.95
"1684","184","S3",46.15
"1685","185","S3",45.95
"1686","186","S3",45.27
"1687","187","S3",46.44
"1688","188","S3",45.15
"1689","189","S3",45.68
"1690","190","S3",45.07
"1691","191","S3",46.21
"1692","192","S3",45.71
"1693","193","S3",44.95
"1694","194","S3",45.95
"1695","195","S3",46.19
"1696","196","S3",45.44
"1697","197","S3",46.72
"1698","198","S3",46.35
"1699","199","S3",44.66
"1700","200","S3",46.44
"1701","201","S3",45.98
"1702","202","S3",46.49
"1703","203","S3",45.95
"1704","204","S3",45.48
"1705","205","S3",46.15
"1706","206","S3",45.56
"1707","207","S3",46.7
"1708","208","S3",46.02
"1709","209","S3",46.08
"1710","210","S3",45.58
"1711","211","S3",46.02
"1712","212","S3",46.64
"1713","213","S3",45.01
"1714","214","S3",46.07
"1715","215","S3",46.07
"1716","216","S3",45.63
"1717","217","S3",45.45
"1718","218","S3",46.75
"1719","219","S3",46.58
"1720","220","S3",46.1
"1721","221","S3",44.7
"1722","222","S3",45.92
"1723","223","S3",45.15
"1724","224","S3",46.49
"1725","225","S3",46.82
"1726","226","S3",46.11
"1727","227","S3",45.14
"1728","228","S3",46.01
"1729","229","S3",45.35
"1730","230","S3",45.5
"1731","231","S3",45.8
"1732","232","S3",45.19
"1733","233","S3",45.7
"1734","234","S3",45.99
"1735","235","S3",45.46
"1736","236","S3",46.55
"1737","237","S3",45.46
"1738","238","S3",45.89
"1739","239","S3",45.81
"1740","240","S3",44.99
"1741","241","S3",46.23
"1742","242","S3",45.69
"1743","243","S3",45.28
"1744","244","S3",45.23
"1745","245","S3",46.24
"1746","246","S3",46.29
"1747","247","S3",45.69
"1748","248","S3",45.85
"1749","249","S3",46.04
"1750","250","S3",45.96
"1751","251","S3",45.31
"1752","252","S3",46.32
"1753","253","S3",46.25
"1754","254","S3",45.93
"1755","255","S3",46.15
"1756","256","S3",45.6
"1757","257","S3",45.55
"1758","258","S3",45.74
"1759","259","S3",45.54
"1760","260","S3",45.7
"1761","261","S3",44.96
"1762","262","S3",45.12
"1763","263","S3",45.07
"1764","264","S3",46.01
"1765","265","S3",46.73
"1766","266","S3",45.52
"1767","267","S3",45.64
"1768","268","S3",45.94
"1769","269","S3",46.45
"1770","270","S3",46.16
"1771","271","S3",45.79
"1772","272","S3",46
"1773","273","S3",45.71
"1774","274","S3",44.87
"1775","275","S3",45.83
"1776","276","S3",45.5
"1777","277","S3",46.3
"1778","278","S3",45.53
"1779","279","S3",46.16
"1780","280","S3",45.39
"1781","281","S3",45.63
"1782","282","S3",46.32
"1783","283","S3",45.39
"1784","284","S3",46.03
"1785","285","S3",45.82
"1786","286","S3",45.44
"1787","287","S3",46.28
"1788","288","S3",46.11
"1789","289","S3",47.03
"1790","290","S3",46.37
"1791","291","S3",46.17
"1792","292","S3",45.99
"1793","293","S3",45.81
"1794","294","S3",45.62
"1795","295","S3",45.64
"1796","296","S3",45.81
"1797","297","S3",45.35
"1798","298","S3",46.41
"1799","299","S3",46.05
"1800","300","S3",45.99
"1801","301","S3",45.47
"1802","302","S3",45.54
"1803","303","S3",46
"1804","304","S3",45.99
"1805","305","S3",45.42
"1806","306","S3",45.36
"1807","307","S3",45.5
"1808","308","S3",45.64
"1809","309","S3",45.58
"1810","310","S3",46.21
"1811","311","S3",45.88
"1812","312","S3",45.87
"1813","313","S3",45.64
"1814","314","S3",45.63
"1815","315","S3",46.25
"1816","316","S3",45.65
"1817","317","S3",46.36
"1818","318","S3",45.59
"1819","319","S3",44.95
"1820","320","S3",45.76
"1821","321","S3",46.98
"1822","322","S3",45.48
"1823","323","S3",45.54
"1824","324","S3",45.71
"1825","325","S3",45.81
"1826","326","S3",44.73
"1827","327","S3",45.94
"1828","328","S3",46.17
"1829","329","S3",45.79
"1830","330","S3",46.1
"1831","331","S3",46.44
"1832","332","S3",45.77
"1833","333","S3",44.96
"1834","334","S3",46.28
"1835","335","S3",45.66
"1836","336","S3",45.36
"1837","337","S3",46.01
"1838","338","S3",46.23
"1839","339","S3",46
"1840","340","S3",46.47
"1841","341","S3",45.55
"1842","342","S3",45.64
"1843","343","S3",45.88
"1844","344","S3",46.31
"1845","345","S3",45.55
"1846","346","S3",45.66
"1847","347","S3",46.71
"1848","348","S3",44.98
"1849","349","S3",46.19
"1850","350","S3",46.11
"1851","351","S3",45.41
"1852","352","S3",45.02
"1853","353","S3",46.24
"1854","354","S3",45.83
"1855","355","S3",45.45
"1856","356","S3",44.95
"1857","357","S3",45.77
"1858","358","S3",45.94
"1859","359","S3",45.29
"1860","360","S3",46.53
"1861","361","S3",45.83
"1862","362","S3",45.74
"1863","363","S3",46.08
"1864","364","S3",45.71
"1865","365","S3",45.83
"1866","366","S3",45.69
"1867","367","S3",45.4
"1868","368","S3",45.79
"1869","369","S3",46.62
"1870","370","S3",46.05
"1871","371","S3",45.05
"1872","372","S3",45.6
"1873","373","S3",45.99
"1874","374","S3",45.94
"1875","375","S3",46.44
"1876","376","S3",45.81
"1877","377","S3",45.35
"1878","378","S3",46.01
"1879","379","S3",45.93
"1880","380","S3",46.06
"1881","381","S3",46.6
"1882","382","S3",45.61
"1883","383","S3",46.1
"1884","384","S3",45.67
"1885","385","S3",45.99
"1886","386","S3",46.34
"1887","387","S3",45.92
"1888","388","S3",45.91
"1889","389","S3",46.73
"1890","390","S3",45.6
"1891","391","S3",45.7
"1892","392","S3",45.48
"1893","393","S3",46.32
"1894","394","S3",45.45
"1895","395","S3",46.98
"1896","396","S3",45.92
"1897","397","S3",45.6
"1898","398","S3",45.72
"1899","399","S3",45.94
"1900","400","S3",45.59
"1901","401","S3",46.01
"1902","402","S3",46.04
"1903","403","S3",45.66
"1904","404","S3",45.61
"1905","405","S3",46.32
"1906","406","S3",45.49
"1907","407","S3",45.84
"1908","408","S3",45.81
"1909","409","S3",46.37
"1910","410","S3",47.11
"1911","411","S3",44.93
"1912","412","S3",44.93
"1913","413","S3",45.82
"1914","414","S3",45.57
"1915","415","S3",45.48
"1916","416","S3",45.95
"1917","417","S3",45.12
"1918","418","S3",46.51
"1919","419","S3",45.52
"1920","420","S3",45.6
"1921","421","S3",45.88
"1922","422","S3",46.16
"1923","423","S3",45.92
"1924","424","S3",44.8
"1925","425","S3",45.2
"1926","426","S3",46.07
"1927","427","S3",45.51
"1928","428","S3",46.17
"1929","429","S3",46.37
"1930","430","S3",45.88
"1931","431","S3",46.2
"1932","432","S3",46.37
"1933","433","S3",45.4
"1934","434","S3",46.42
"1935","435","S3",46.14
"1936","436","S3",45.17
"1937","437","S3",46.22
"1938","438","S3",45.8
"1939","439","S3",46.71
"1940","440","S3",45.91
"1941","441","S3",46.65
"1942","442","S3",46.83
"1943","443","S3",45.16
"1944","444","S3",45.73
"1945","445","S3",45.96
"1946","446","S3",45.92
"1947","447","S3",45.01
"1948","448","S3",45.74
"1949","449","S3",46.1
"1950","450","S3",46.91
"1951","451","S3",45.49
"1952","452","S3",45.48
"1953","453","S3",45.58
"1954","454","S3",45.56
"1955","455","S3",45.85
"1956","456","S3",45.65
"1957","457","S3",45.34
"1958","458","S3",45.65
"1959","459","S3",45.69
"1960","460","S3",46.3
"1961","461","S3",45.56
"1962","462","S3",45.82
"1963","463","S3",46.06
"1964","464","S3",46.19
"1965","465","S3",46.18
"1966","466","S3",46.67
"1967","467","S3",45.86
"1968","468","S3",46.08
"1969","469","S3",47.2
"1970","470","S3",45.84
"1971","471","S3",45.57
"1972","472","S3",46.52
"1973","473","S3",46.24
"1974","474","S3",46.59
"1975","475","S3",46.01
"1976","476","S3",45.32
"1977","477","S3",45.21
"1978","478","S3",46.31
"1979","479","S3",45.62
"1980","480","S3",46.53
"1981","481","S3",46.09
"1982","482","S3",46.99
"1983","483","S3",45.93
"1984","484","S3",46.26
"1985","485","S3",45.69
"1986","486","S3",45.42
"1987","487","S3",46.91
"1988","488","S3",46.46
"1989","489","S3",45.26
"1990","490","S3",45.81
"1991","491","S3",46.86
"1992","492","S3",45.97
"1993","493","S3",45.9
"1994","494","S3",45.53
"1995","495","S3",46.02
"1996","496","S3",45.45
"1997","497","S3",46.23
"1998","498","S3",45.92
"1999","499","S3",46.25
"2000","500","S3",46.21
"2001","1","S3a",45.71
"2002","2","S3a",45.42
"2003","3","S3a",46.31
"2004","4","S3a",46.86
"2005","5","S3a",45.85
"2006","6","S3a",45.98
"2007","7","S3a",45.86
"2008","8","S3a",45.72
"2009","9","S3a",45.5
"2010","10","S3a",45.63
"2011","11","S3a",44.96
"2012","12","S3a",45.21
"2013","13","S3a",44.91
"2014","14","S3a",45.56
"2015","15","S3a",45.49
"2016","16","S3a",45.05
"2017","17","S3a",45.92
"2018","18","S3a",45.93
"2019","19","S3a",45.79
"2020","20","S3a",46.01
"2021","21","S3a",45.12
"2022","22","S3a",45.67
"2023","23","S3a",44.94
"2024","24","S3a",45.49
"2025","25","S3a",46.41
"2026","26","S3a",46.01
"2027","27","S3a",46.38
"2028","28","S3a",45.65
"2029","29","S3a",45.48
"2030","30","S3a",46.06
"2031","31","S3a",45.98
"2032","32","S3a",46.46
"2033","33","S3a",45.39
"2034","34","S3a",45.53
"2035","35","S3a",45.78
"2036","36","S3a",45.64
"2037","37","S3a",45.7
"2038","38","S3a",45.27
"2039","39","S3a",46.05
"2040","40","S3a",47.02
"2041","41","S3a",46.78
"2042","42","S3a",46.22
"2043","43","S3a",46.06
"2044","44","S3a",45.57
"2045","45","S3a",46
"2046","46","S3a",46.11
"2047","47","S3a",45.76
"2048","48","S3a",45.47
"2049","49","S3a",45.64
"2050","50","S3a",45.23
"2051","51","S3a",46.16
"2052","52","S3a",45.81
"2053","53","S3a",46.43
"2054","54","S3a",46.18
"2055","55","S3a",45.61
"2056","56","S3a",45.27
"2057","57","S3a",46.09
"2058","58","S3a",46.12
"2059","59","S3a",45.92
"2060","60","S3a",45.94
"2061","61","S3a",45.92
"2062","62","S3a",45.84
"2063","63","S3a",45.92
"2064","64","S3a",45.6
"2065","65","S3a",45.97
"2066","66","S3a",45.88
"2067","67","S3a",46.06
"2068","68","S3a",46.28
"2069","69","S3a",45.83
"2070","70","S3a",45.6
"2071","71","S3a",45.67
"2072","72","S3a",46.26
"2073","73","S3a",46.36
"2074","74","S3a",46.32
"2075","75","S3a",46.18
"2076","76","S3a",44.94
"2077","77","S3a",45.55
"2078","78","S3a",45.77
"2079","79","S3a",45.97
"2080","80","S3a",46.08
"2081","81","S3a",46.18
"2082","82","S3a",46.46
"2083","83","S3a",45.22
"2084","84","S3a",45.34
"2085","85","S3a",45.96
"2086","86","S3a",45.72
"2087","87","S3a",45.77
"2088","88","S3a",45.69
"2089","89","S3a",46.09
"2090","90","S3a",45.51
"2091","91","S3a",45.76
"2092","92","S3a",45.87
"2093","93","S3a",45.1
"2094","94","S3a",46.27
"2095","95","S3a",45.7
"2096","96","S3a",45.12
"2097","97","S3a",45.6
"2098","98","S3a",45.53
"2099","99","S3a",46.31
"2100","100","S3a",46.71
"2101","101","S3a",46.19
"2102","102","S3a",45.78
"2103","103","S3a",45.88
"2104","104","S3a",45.55
"2105","105","S3a",45
"2106","106","S3a",45.95
"2107","107","S3a",45.44
"2108","108","S3a",45.83
"2109","109","S3a",45.97
"2110","110","S3a",45.79
"2111","111","S3a",45.81
"2112","112","S3a",45.81
"2113","113","S3a",47.03
"2114","114","S3a",45.58
"2115","115","S3a",46.82
"2116","116","S3a",46.19
"2117","117","S3a",45.45
"2118","118","S3a",45.72
"2119","119","S3a",46.31
"2120","120","S3a",45.34
"2121","121","S3a",45.77
"2122","122","S3a",45.79
"2123","123","S3a",45.56
"2124","124","S3a",46.79
"2125","125","S3a",45.67
"2126","126","S3a",46.78
"2127","127","S3a",46.69
"2128","128","S3a",46.22
"2129","129","S3a",44.88
"2130","130","S3a",45.54
"2131","131","S3a",46.04
"2132","132","S3a",45.52
"2133","133","S3a",46.54
"2134","134","S3a",45.35
"2135","135","S3a",46.29
"2136","136","S3a",45.64
"2137","137","S3a",45.88
"2138","138","S3a",45.33
"2139","139","S3a",46.57
"2140","140","S3a",46.18
"2141","141","S3a",44.9
