"","ID","Scenario","elec.share"
"1078","78","S2",1.05
"1079","79","S2",0.85
"1080","80","S2",0.87
"1081","81","S2",0.89
"1082","82","S2",1.06
"1083","83","S2",1.03
"1084","84","S2",1.05
"1085","85","S2",1
"1086","86","S2",1.2
"1087","87","S2",1.1
"1088","88","S2",0.96
"1089","89","S2",0.94
"1090","90","S2",0.96
"1091","91","S2",0.93
"1092","92","S2",1.04
"1093","93","S2",1.09
"1094","94","S2",1.05
"1095","95","S2",1.02
"1096","96","S2",0.97
"1097","97","S2",1.05
"1098","98","S2",0.97
"1099","99","S2",0.96
"1100","100","S2",0.96
"1101","101","S2",1.13
"1102","102","S2",1.02
"1103","103","S2",0.76
"1104","104","S2",1.02
"1105","105","S2",1.01
"1106","106","S2",1.17
"1107","107","S2",0.84
"1108","108","S2",1.2
"1109","109","S2",1
"1110","110","S2",0.98
"1111","111","S2",1.03
"1112","112","S2",1.03
"1113","113","S2",1.01
"1114","114","S2",1.14
"1115","115","S2",1.17
"1116","116","S2",1.11
"1117","117","S2",1.02
"1118","118","S2",0.97
"1119","119","S2",1.07
"1120","120","S2",0.9
"1121","121","S2",0.95
"1122","122","S2",1.04
"1123","123","S2",1.01
"1124","124","S2",0.91
"1125","125","S2",1.03
"1126","126","S2",0.91
"1127","127","S2",1
"1128","128","S2",1.07
"1129","129","S2",1.08
"1130","130","S2",1.04
"1131","131","S2",0.89
"1132","132","S2",0.92
"1133","133","S2",0.95
"1134","134","S2",0.91
"1135","135","S2",0.94
"1136","136","S2",1.01
"1137","137","S2",1.05
"1138","138","S2",0.97
"1139","139","S2",0.92
"1140","140","S2",1
"1141","141","S2",1.02
"1142","142","S2",0.83
"1143","143","S2",0.8
"1144","144","S2",0.89
"1145","145","S2",0.91
"1146","146","S2",1.09
"1147","147","S2",1.1
"1148","148","S2",1.01
"1149","149","S2",0.92
"1150","150","S2",1.17
"1151","151","S2",1.09
"1152","152","S2",1.01
"1153","153","S2",1.03
"1154","154","S2",1.11
"1155","155","S2",1.01
"1156","156","S2",0.85
"1157","157","S2",1.06
"1158","158","S2",0.97
"1159","159","S2",0.89
"1160","160","S2",1.05
"1161","161","S2",0.98
"1162","162","S2",1.13
"1163","163","S2",0.99
"1164","164","S2",1.13
"1165","165","S2",1.02
"1166","166","S2",0.71
"1167","167","S2",1.01
"1168","168","S2",1.03
"1169","169","S2",1.1
"1170","170","S2",0.97
"1171","171","S2",0.9
"1172","172","S2",0.86
"1173","173","S2",1.09
"1174","174","S2",1.12
"1175","175","S2",0.96
"1176","176","S2",1.03
"1177","177","S2",1.13
"1178","178","S2",1
"1179","179","S2",1.09
"1180","180","S2",1.03
"1181","181","S2",0.91
"1182","182","S2",0.97
"1183","183","S2",1.08
"1184","184","S2",0.92
"1185","185","S2",1.1
"1186","186","S2",1.15
"1187","187","S2",0.91
"1188","188","S2",0.91
"1189","189","S2",1.07
"1190","190","S2",0.98
"1191","191","S2",0.87
"1192","192","S2",1.01
"1193","193","S2",0.94
"1194","194","S2",1.11
"1195","195","S2",0.99
"1196","196","S2",1.06
"1197","197","S2",0.96
"1198","198","S2",0.89
"1199","199","S2",1.26
"1200","200","S2",0.9
"1201","201","S2",0.98
"1202","202","S2",1.1
"1203","203","S2",1.17
"1204","204","S2",1.01
"1205","205","S2",0.85
"1206","206","S2",0.88
"1207","207","S2",1
"1208","208","S2",1.1
"1209","209","S2",0.91
"1210","210","S2",0.98
"1211","211","S2",1.02
"1212","212","S2",1.07
"1213","213","S2",1.12
"1214","214","S2",1.03
"1215","215","S2",0.98
"1216","216","S2",0.77
"1217","217","S2",1.12
"1218","218","S2",0.95
"1219","219","S2",1.01
"1220","220","S2",1.04
"1221","221","S2",1.05
"1222","222","S2",0.98
"1223","223","S2",1.02
"1224","224","S2",0.97
"1225","225","S2",1.09
"1226","226","S2",0.94
"1227","227","S2",0.88
"1228","228","S2",0.99
"1229","229","S2",0.98
"1230","230","S2",1.1
"1231","231","S2",0.96
"1232","232","S2",0.96
"1233","233","S2",0.97
"1234","234","S2",1.18
"1235","235","S2",0.96
"1236","236","S2",0.99
"1237","237","S2",1.17
"1238","238","S2",1
"1239","239","S2",1.02
"1240","240","S2",1.11
"1241","241","S2",0.97
"1242","242","S2",1.01
"1243","243","S2",1
"1244","244","S2",0.93
"1245","245","S2",0.87
"1246","246","S2",1.08
"1247","247","S2",0.95
"1248","248","S2",1.01
"1249","249","S2",1.08
"1250","250","S2",1.1
"1251","251","S2",1.01
"1252","252","S2",0.91
"1253","253","S2",1.13
"1254","254","S2",0.78
"1255","255","S2",0.91
"1256","256","S2",1
"1257","257","S2",0.95
"1258","258","S2",0.99
"1259","259","S2",1.16
"1260","260","S2",1.03
"1261","261","S2",0.87
"1262","262","S2",1.13
"1263","263","S2",1.07
"1264","264","S2",1.02
"1265","265","S2",0.98
"1266","266","S2",0.75
"1267","267","S2",1.03
"1268","268","S2",0.95
"1269","269","S2",0.89
"1270","270","S2",1.06
"1271","271","S2",0.99
"1272","272","S2",0.95
"1273","273","S2",0.85
"1274","274","S2",1
"1275","275","S2",0.93
"1276","276","S2",0.97
"1277","277","S2",0.96
"1278","278","S2",1.07
"1279","279","S2",0.94
"1280","280","S2",1.1
"1281","281","S2",0.9
"1282","282","S2",1.04
"1283","283","S2",1.11
"1284","284","S2",1.05
"1285","285","S2",0.95
"1286","286","S2",0.83
"1287","287","S2",0.95
"1288","288","S2",0.9
"1289","289","S2",0.93
"1290","290","S2",0.94
"1291","291","S2",1.01
"1292","292","S2",0.81
"1293","293","S2",0.94
"1294","294","S2",0.91
"1295","295","S2",1.07
"1296","296","S2",0.89
"1297","297","S2",0.92
"1298","298","S2",1.06
"1299","299","S2",0.99
"1300","300","S2",1.04
"1301","301","S2",1.16
"1302","302","S2",1.13
"1303","303","S2",1.05
"1304","304","S2",0.96
"1305","305","S2",1.04
"1306","306","S2",1.02
"1307","307","S2",0.95
"1308","308","S2",0.83
"1309","309","S2",0.97
"1310","310","S2",1.07
"1311","311","S2",0.8
"1312","312","S2",1.02
"1313","313","S2",1.11
"1314","314","S2",0.96
"1315","315","S2",0.92
"1316","316","S2",0.92
"1317","317","S2",1.06
"1318","318","S2",0.85
"1319","319","S2",0.9
"1320","320","S2",1.15
"1321","321","S2",1.03
"1322","322","S2",0.92
"1323","323","S2",1.01
"1324","324","S2",1.15
"1325","325","S2",1.15
"1326","326","S2",0.79
"1327","327","S2",0.91
"1328","328","S2",0.96
"1329","329","S2",1.03
"1330","330","S2",1
"1331","331","S2",1.08
"1332","332","S2",0.97
"1333","333","S2",1.18
"1334","334","S2",1.03
"1335","335","S2",0.99
"1336","336","S2",0.97
"1337","337","S2",1.09
"1338","338","S2",0.96
"1339","339","S2",1.08
"1340","340","S2",0.98
"1341","341","S2",0.95
"1342","342","S2",1.05
"1343","343","S2",1.13
"1344","344","S2",0.93
"1345","345","S2",0.89
"1346","346","S2",0.83
"1347","347","S2",1.13
"1348","348","S2",0.94
"1349","349","S2",1.01
"1350","350","S2",0.86
"1351","351","S2",0.9
"1352","352","S2",1.01
"1353","353","S2",0.74
"1354","354","S2",1.04
"1355","355","S2",0.99
"1356","356","S2",0.94
"1357","357","S2",1.06
"1358","358","S2",0.98
"1359","359","S2",1.04
"1360","360","S2",0.88
"1361","361","S2",1.09
"1362","362","S2",0.88
"1363","363","S2",0.94
"1364","364","S2",1.12
"1365","365","S2",1.04
"1366","366","S2",1.11
"1367","367","S2",1.15
"1368","368","S2",0.95
"1369","369","S2",1.1
"1370","370","S2",1.08
"1371","371","S2",0.95
"1372","372","S2",0.91
"1373","373","S2",1.08
"1374","374","S2",1.09
"1375","375","S2",1
"1376","376","S2",1.06
"1377","377","S2",0.94
"1378","378","S2",0.82
"1379","379","S2",0.95
"1380","380","S2",0.97
"1381","381","S2",1.01
"1382","382","S2",1
"1383","383","S2",0.88
"1384","384","S2",1.01
"1385","385","S2",0.95
"1386","386","S2",0.95
"1387","387","S2",1.13
"1388","388","S2",0.98
"1389","389","S2",1.02
"1390","390","S2",1.33
"1391","391","S2",0.89
"1392","392","S2",1.07
"1393","393","S2",0.94
"1394","394","S2",1.08
"1395","395","S2",1.09
"1396","396","S2",1.08
"1397","397","S2",1.01
"1398","398","S2",1
"1399","399","S2",0.93
"1400","400","S2",1.03
"1401","401","S2",1.03
"1402","402","S2",0.87
"1403","403","S2",1.01
"1404","404","S2",0.89
"1405","405","S2",0.85
"1406","406","S2",0.81
"1407","407","S2",1
"1408","408","S2",0.96
"1409","409","S2",0.95
"1410","410","S2",1
"1411","411","S2",0.9
"1412","412","S2",0.94
"1413","413","S2",0.8
"1414","414","S2",1.16
"1415","415","S2",1.01
"1416","416","S2",0.97
"1417","417","S2",1.09
"1418","418","S2",1.07
"1419","419","S2",0.9
"1420","420","S2",1.11
"1421","421","S2",1.2
"1422","422","S2",0.92
"1423","423","S2",0.94
"1424","424","S2",1.03
"1425","425","S2",1.01
"1426","426","S2",0.72
"1427","427","S2",0.85
"1428","428","S2",1.07
"1429","429","S2",0.99
"1430","430","S2",0.96
"1431","431","S2",1.01
"1432","432","S2",0.97
"1433","433","S2",1
"1434","434","S2",0.86
"1435","435","S2",0.98
"1436","436","S2",1.04
"1437","437","S2",1.07
"1438","438","S2",0.94
"1439","439","S2",1
"1440","440","S2",1.07
"1441","441","S2",0.99
"1442","442","S2",1.01
"1443","443","S2",1.03
"1444","444","S2",1.03
"1445","445","S2",0.8
"1446","446","S2",0.91
"1447","447","S2",0.98
"1448","448","S2",0.93
"1449","449","S2",0.94
"1450","450","S2",1.16
"1451","451","S2",0.94
"1452","452","S2",1.1
"1453","453","S2",0.97
"1454","454","S2",0.9
"1455","455","S2",0.88
"1456","456","S2",0.96
"1457","457","S2",1.02
"1458","458","S2",0.96
"1459","459","S2",1.19
"1460","460","S2",1.15
"1461","461","S2",1.01
"1462","462","S2",0.96
"1463","463","S2",0.8
"1464","464","S2",1.09
"1465","465","S2",0.97
"1466","466","S2",0.97
"1467","467","S2",0.82
"1468","468","S2",0.8
"1469","469","S2",1.23
"1470","470","S2",0.79
"1471","471","S2",1.1
"1472","472","S2",0.98
"1473","473","S2",0.87
"1474","474","S2",1.14
"1475","475","S2",0.92
"1476","476","S2",0.89
"1477","477","S2",0.86
"1478","478","S2",0.84
"1479","479","S2",0.97
"1480","480","S2",1.03
"1481","481","S2",1.18
"1482","482","S2",1.12
"1483","483","S2",1.01
"1484","484","S2",0.92
"1485","485","S2",0.93
"1486","486","S2",1.07
"1487","487","S2",1.14
"1488","488","S2",1.06
"1489","489","S2",1.18
"1490","490","S2",1.04
"1491","491","S2",1.06
"1492","492","S2",1.01
"1493","493","S2",0.88
"1494","494","S2",1.21
"1495","495","S2",1.01
"1496","496","S2",1
"1497","497","S2",0.95
"1498","498","S2",1.02
"1499","499","S2",0.77
"1500","500","S2",1.03
"1501","1","S3",1.35
"1502","2","S3",1.34
"1503","3","S3",1.18
"1504","4","S3",1.12
"1505","5","S3",1.19
"1506","6","S3",1.16
"1507","7","S3",1.11
"1508","8","S3",1.14
"1509","9","S3",0.89
"1510","10","S3",1.08
"1511","11","S3",1.07
"1512","12","S3",1.15
"1513","13","S3",1.26
"1514","14","S3",1.12
"1515","15","S3",1.21
"1516","16","S3",1.21
"1517","17","S3",1.02
"1518","18","S3",1.16
"1519","19","S3",1.07
"1520","20","S3",1.01
"1521","21","S3",1.1
"1522","22","S3",1.04
"1523","23","S3",1.09
"1524","24","S3",1.1
"1525","25","S3",1.17
"1526","26","S3",1.03
"1527","27","S3",1.15
"1528","28","S3",1.2
"1529","29","S3",1.1
"1530","30","S3",0.96
"1531","31","S3",1.02
"1532","32","S3",1.16
"1533","33","S3",1.08
"1534","34","S3",1.3
"1535","35","S3",1.1
"1536","36","S3",1.08
"1537","37","S3",1.17
"1538","38","S3",1.15
"1539","39","S3",1.23
"1540","40","S3",1.15
"1541","41","S3",1.25
"1542","42","S3",1.33
"1543","43","S3",1.18
"1544","44","S3",1.09
"1545","45","S3",1.19
"1546","46","S3",0.92
"1547","47","S3",1.17
"1548","48","S3",1.14
"1549","49","S3",1.21
"1550","50","S3",1.13
"1551","51","S3",1.13
"1552","52","S3",1.08
"1553","53","S3",1.09
"1554","54","S3",1.32
"1555","55","S3",0.9
"1556","56","S3",1.17
"1557","57","S3",1.21
"1558","58","S3",1.14
"1559","59","S3",1.38
"1560","60","S3",1.1
"1561","61","S3",1.08
"1562","62","S3",1.08
"1563","63","S3",1.04
"1564","64","S3",1.19
"1565","65","S3",1.08
"1566","66","S3",0.9
"1567","67","S3",1.1
"1568","68","S3",1.07
"1569","69","S3",1.1
"1570","70","S3",1.21
"1571","71","S3",1.07
"1572","72","S3",1.05
"1573","73","S3",1.25
"1574","74","S3",1.14
"1575","75","S3",1.22
"1576","76","S3",1.36
"1577","77","S3",1.11
"1578","78","S3",1.09
"1579","79","S3",0.98
"1580","80","S3",1.02
"1581","81","S3",1.08
"1582","82","S3",1.11
"1583","83","S3",1.12
"1584","84","S3",1.15
"1585","85","S3",1.18
"1586","86","S3",1.24
"1587","87","S3",1.31
"1588","88","S3",1.05
"1589","89","S3",1.17
"1590","90","S3",1.07
"1591","91","S3",1.08
"1592","92","S3",1.08
"1593","93","S3",1.19
"1594","94","S3",1.11
"1595","95","S3",1.23
"1596","96","S3",1.12
"1597","97","S3",1.11
"1598","98","S3",1.21
"1599","99","S3",1.07
"1600","100","S3",1.14
"1601","101","S3",1.26
"1602","102","S3",1.17
"1603","103","S3",0.91
"1604","104","S3",1.19
"1605","105","S3",1.19
"1606","106","S3",1.22
"1607","107","S3",1.02
"1608","108","S3",1.3
"1609","109","S3",1.21
"1610","110","S3",1.14
"1611","111","S3",1.16
"1612","112","S3",1.09
"1613","113","S3",1.1
"1614","114","S3",1.24
"1615","115","S3",1.21
"1616","116","S3",1.25
"1617","117","S3",1.17
"1618","118","S3",1.04
"1619","119","S3",1.16
"1620","120","S3",0.99
"1621","121","S3",1.14
"1622","122","S3",1.17
"1623","123","S3",1.09
"1624","124","S3",1.03
"1625","125","S3",1.03
"1626","126","S3",1.01
"1627","127","S3",1.2
"1628","128","S3",1.11
"1629","129","S3",1.17
"1630","130","S3",1.06
"1631","131","S3",0.96
"1632","132","S3",1.02
"1633","133","S3",1.02
"1634","134","S3",1.15
"1635","135","S3",1.23
"1636","136","S3",1.14
"1637","137","S3",1.15
"1638","138","S3",1.09
"1639","139","S3",0.99
"1640","140","S3",1.12
"1641","141","S3",1.05
"1642","142","S3",1
"1643","143","S3",0.91
"1644","144","S3",1.02
"1645","145","S3",1.12
"1646","146","S3",1.21
"1647","147","S3",1.25
"1648","148","S3",1.17
"1649","149","S3",1.07
"1650","150","S3",1.26
"1651","151","S3",1.19
"1652","152","S3",1.2
"1653","153","S3",1.23
"1654","154","S3",1.21
"1655","155","S3",1.15
"1656","156","S3",1.04
"1657","157","S3",1.15
"1658","158","S3",1.05
"1659","159","S3",0.94
"1660","160","S3",1.23
"1661","161","S3",1.1
"1662","162","S3",1.24
"1663","163","S3",1.08
"1664","164","S3",1.19
"1665","165","S3",1.26
"1666","166","S3",0.9
"1667","167","S3",1.24
"1668","168","S3",1.26
"1669","169","S3",1.14
"1670","170","S3",1.18
"1671","171","S3",0.95
"1672","172","S3",0.94
"1673","173","S3",1.1
"1674","174","S3",1.2
"1675","175","S3",1.14
"1676","176","S3",1.12
"1677","177","S3",1.33
"1678","178","S3",1.13
"1679","179","S3",1.18
"1680","180","S3",1.16
"1681","181","S3",1.02
"1682","182","S3",1.07
"1683","183","S3",1.17
"1684","184","S3",1.06
"1685","185","S3",1.28
"1686","186","S3",1.3
"1687","187","S3",1.13
"1688","188","S3",0.99
"1689","189","S3",1.12
"1690","190","S3",1.08
"1691","191","S3",1.07
"1692","192","S3",1.04
"1693","193","S3",1.06
"1694","194","S3",1.21
"1695","195","S3",1.22
"1696","196","S3",1.18
"1697","197","S3",1
"1698","198","S3",1.18
"1699","199","S3",1.37
"1700","200","S3",1.01
"1701","201","S3",1.16
"1702","202","S3",1.16
"1703","203","S3",1.23
"1704","204","S3",1.12
"1705","205","S3",1.07
"1706","206","S3",1.07
"1707","207","S3",1.1
"1708","208","S3",1.09
"1709","209","S3",1.06
"1710","210","S3",1.12
"1711","211","S3",1.14
"1712","212","S3",1.26
"1713","213","S3",1.32
"1714","214","S3",1.15
"1715","215","S3",1.02
"1716","216","S3",0.98
"1717","217","S3",1.2
"1718","218","S3",1.17
"1719","219","S3",1.15
"1720","220","S3",1.17
"1721","221","S3",1.21
"1722","222","S3",1.13
"1723","223","S3",1.22
"1724","224","S3",1.09
"1725","225","S3",1.17
"1726","226","S3",1.07
"1727","227","S3",1.03
"1728","228","S3",1.14
"1729","229","S3",1.03
"1730","230","S3",1.19
"1731","231","S3",1.08
"1732","232","S3",1.07
"1733","233","S3",1.14
"1734","234","S3",1.34
"1735","235","S3",1.07
"1736","236","S3",1.12
"1737","237","S3",1.19
"1738","238","S3",1.09
"1739","239","S3",1.2
"1740","240","S3",1.17
"1741","241","S3",1.04
"1742","242","S3",1.24
"1743","243","S3",1.13
"1744","244","S3",1.02
"1745","245","S3",0.93
"1746","246","S3",1.23
"1747","247","S3",1.16
"1748","248","S3",1.09
"1749","249","S3",1.19
"1750","250","S3",1.26
"1751","251","S3",1.1
"1752","252","S3",1.03
"1753","253","S3",1.3
"1754","254","S3",0.87
"1755","255","S3",1.05
"1756","256","S3",1.2
"1757","257","S3",1.08
"1758","258","S3",1.11
"1759","259","S3",1.25
"1760","260","S3",1.11
"1761","261","S3",1.13
"1762","262","S3",1.22
"1763","263","S3",1.22
"1764","264","S3",1.13
"1765","265","S3",1.09
"1766","266","S3",0.95
"1767","267","S3",1.07
"1768","268","S3",1.06
"1769","269","S3",0.95
"1770","270","S3",1.17
"1771","271","S3",1.11
"1772","272","S3",1.18
"1773","273","S3",1.03
"1774","274","S3",1.13
"1775","275","S3",1.07
"1776","276","S3",1.06
"1777","277","S3",1.24
"1778","278","S3",1.27
"1779","279","S3",1.04
"1780","280","S3",1.23
"1781","281","S3",1.07
"1782","282","S3",1.2
"1783","283","S3",1.19
"1784","284","S3",1.14
"1785","285","S3",0.98
"1786","286","S3",1.06
"1787","287","S3",1.09
"1788","288","S3",1.01
"1789","289","S3",1.08
"1790","290","S3",1.13
"1791","291","S3",1.11
"1792","292","S3",0.96
"1793","293","S3",1.04
"1794","294","S3",1.01
"1795","295","S3",1.24
"1796","296","S3",1
"1797","297","S3",1.07
"1798","298","S3",1.16
"1799","299","S3",1.13
"1800","300","S3",1.19
"1801","301","S3",1.35
"1802","302","S3",1.33
"1803","303","S3",1.21
"1804","304","S3",1.08
"1805","305","S3",1.1
"1806","306","S3",1.23
"1807","307","S3",1.07
"1808","308","S3",0.92
"1809","309","S3",1.09
"1810","310","S3",1.19
"1811","311","S3",0.93
"1812","312","S3",1.21
"1813","313","S3",1.2
"1814","314","S3",1.06
"1815","315","S3",1.12
"1816","316","S3",1.11
"1817","317","S3",1.22
"1818","318","S3",0.96
"1819","319","S3",0.99
"1820","320","S3",1.31
"1821","321","S3",0.99
"1822","322","S3",1.06
"1823","323","S3",1.26
"1824","324","S3",1.3
"1825","325","S3",1.25
"1826","326","S3",1.02
"1827","327","S3",1
"1828","328","S3",1.14
"1829","329","S3",1.18
"1830","330","S3",1.13
"1831","331","S3",1.24
"1832","332","S3",1.01
"1833","333","S3",1.29
"1834","334","S3",1.18
"1835","335","S3",1.14
"1836","336","S3",1.18
"1837","337","S3",1.23
"1838","338","S3",1.2
"1839","339","S3",1.22
"1840","340","S3",1.12
"1841","341","S3",1.13
"1842","342","S3",1.19
"1843","343","S3",1.25
"1844","344","S3",1.09
"1845","345","S3",1.08
"1846","346","S3",0.98
"1847","347","S3",1.13
"1848","348","S3",1.09
"1849","349","S3",1.2
"1850","350","S3",0.91
"1851","351","S3",1.08
"1852","352","S3",1.21
"1853","353","S3",0.87
"1854","354","S3",1.16
"1855","355","S3",1.06
"1856","356","S3",1.14
"1857","357","S3",1.16
"1858","358","S3",1.16
"1859","359","S3",1.14
"1860","360","S3",0.99
"1861","361","S3",1.24
"1862","362","S3",1
"1863","363","S3",0.99
"1864","364","S3",1.29
"1865","365","S3",1.14
"1866","366","S3",1.22
"1867","367","S3",1.28
"1868","368","S3",1.03
"1869","369","S3",1.22
"1870","370","S3",1.16
"1871","371","S3",1.13
"1872","372","S3",1.11
"1873","373","S3",1.22
"1874","374","S3",1.14
"1875","375","S3",1.08
"1876","376","S3",1.15
"1877","377","S3",1.06
"1878","378","S3",0.94
"1879","379","S3",1.12
"1880","380","S3",1.14
"1881","381","S3",1.22
"1882","382","S3",1.09
"1883","383","S3",0.96
"1884","384","S3",1.14
"1885","385","S3",1.05
"1886","386","S3",1.07
"1887","387","S3",1.27
"1888","388","S3",1.21
"1889","389","S3",1.18
"1890","390","S3",1.43
"1891","391","S3",0.98
"1892","392","S3",1.21
"1893","393","S3",1.06
"1894","394","S3",1.23
"1895","395","S3",1.15
"1896","396","S3",1.19
"1897","397","S3",1.18
"1898","398","S3",1.12
"1899","399","S3",1.07
"1900","400","S3",1.16
"1901","401","S3",1.2
"1902","402","S3",0.95
"1903","403","S3",1.12
"1904","404","S3",1.03
"1905","405","S3",0.92
"1906","406","S3",1.02
"1907","407","S3",1.1
"1908","408","S3",1.15
"1909","409","S3",1.06
"1910","410","S3",1.15
"1911","411","S3",1.05
"1912","412","S3",1.04
"1913","413","S3",1.01
"1914","414","S3",1.33
"1915","415","S3",1.26
"1916","416","S3",1.1
"1917","417","S3",1.35
"1918","418","S3",1.26
"1919","419","S3",0.99
"1920","420","S3",1.16
"1921","421","S3",1.33
"1922","422","S3",1.08
"1923","423","S3",1.11
"1924","424","S3",1.16
"1925","425","S3",1.23
"1926","426","S3",0.84
"1927","427","S3",0.89
"1928","428","S3",1.24
"1929","429","S3",1.13
"1930","430","S3",0.98
"1931","431","S3",1.12
"1932","432","S3",1.09
"1933","433","S3",1.18
"1934","434","S3",1.08
"1935","435","S3",1.09
"1936","436","S3",1.25
"1937","437","S3",1.24
"1938","438","S3",1.22
"1939","439","S3",1.14
"1940","440","S3",1.29
"1941","441","S3",1
"1942","442","S3",1.12
"1943","443","S3",1.26
"1944","444","S3",1.15
"1945","445","S3",0.96
"1946","446","S3",1.03
"1947","447","S3",1.13
"1948","448","S3",1.12
"1949","449","S3",0.96
"1950","450","S3",1.2
"1951","451","S3",1.03
"1952","452","S3",1.3
"1953","453","S3",1.15
"1954","454","S3",1.02
"1955","455","S3",1.02
"1956","456","S3",1.07
"1957","457","S3",1.16
"1958","458","S3",1.13
"1959","459","S3",1.25
"1960","460","S3",1.26
"1961","461","S3",1.23
"1962","462","S3",1.1
"1963","463","S3",1.01
"1964","464","S3",1.28
"1965","465","S3",1.19
"1966","466","S3",1.05
"1967","467","S3",0.92
"1968","468","S3",0.96
"1969","469","S3",1.34
"1970","470","S3",0.97
"1971","471","S3",1.17
"1972","472","S3",0.96
"1973","473","S3",0.99
"1974","474","S3",1.26
"1975","475","S3",0.97
"1976","476","S3",1.08
"1977","477","S3",1.02
"1978","478","S3",0.97
"1979","479","S3",1.13
"1980","480","S3",1.14
"1981","481","S3",1.26
"1982","482","S3",1.15
"1983","483","S3",1.14
"1984","484","S3",1.01
"1985","485","S3",1.06
"1986","486","S3",1.28
"1987","487","S3",1.29
"1988","488","S3",1.22
"1989","489","S3",1.3
"1990","490","S3",1.11
"1991","491","S3",1.18
"1992","492","S3",1.19
"1993","493","S3",1.01
"1994","494","S3",1.19
"1995","495","S3",1.11
"1996","496","S3",1.07
"1997","497","S3",1.19
"1998","498","S3",1.11
"1999","499","S3",0.87
"2000","500","S3",1.13
"2001","1","S3a",1.4
"2002","2","S3a",1.57
"2003","3","S3a",1.31
"2004","4","S3a",1.22
"2005","5","S3a",1.4
"2006","6","S3a",1.28
"2007","7","S3a",1.21
"2008","8","S3a",1.41
"2009","9","S3a",1.04
"2010","10","S3a",1.26
"2011","11","S3a",1.19
"2012","12","S3a",1.28
"2013","13","S3a",1.32
"2014","14","S3a",1.28
"2015","15","S3a",1.38
"2016","16","S3a",1.37
"2017","17","S3a",1.22
"2018","18","S3a",1.35
"2019","19","S3a",1.23
"2020","20","S3a",1.25
"2021","21","S3a",1.29
"2022","22","S3a",1.21
"2023","23","S3a",1.32
"2024","24","S3a",1.3
"2025","25","S3a",1.27
"2026","26","S3a",1.15
"2027","27","S3a",1.31
"2028","28","S3a",1.45
"2029","29","S3a",1.3
"2030","30","S3a",1.18
"2031","31","S3a",1.25
"2032","32","S3a",1.44
"2033","33","S3a",1.35
"2034","34","S3a",1.59
"2035","35","S3a",1.27
"2036","36","S3a",1.28
"2037","37","S3a",1.33
"2038","38","S3a",1.32
"2039","39","S3a",1.47
"2040","40","S3a",1.32
"2041","41","S3a",1.4
"2042","42","S3a",1.44
"2043","43","S3a",1.3
"2044","44","S3a",1.17
"2045","45","S3a",1.25
"2046","46","S3a",1.22
"2047","47","S3a",1.33
"2048","48","S3a",1.31
"2049","49","S3a",1.28
"2050","50","S3a",1.31
"2051","51","S3a",1.25
"2052","52","S3a",1.23
"2053","53","S3a",1.42
"2054","54","S3a",1.53
"2055","55","S3a",1.05
"2056","56","S3a",1.38
"2057","57","S3a",1.34
"2058","58","S3a",1.22
"2059","59","S3a",1.55
"2060","60","S3a",1.35
"2061","61","S3a",1.26
"2062","62","S3a",1.21
"2063","63","S3a",1.27
"2064","64","S3a",1.37
"2065","65","S3a",1.42
"2066","66","S3a",1.18
"2067","67","S3a",1.19
"2068","68","S3a",1.29
"2069","69","S3a",1.28
"2070","70","S3a",1.35
"2071","71","S3a",1.19
"2072","72","S3a",1.38
"2073","73","S3a",1.41
"2074","74","S3a",1.41
"2075","75","S3a",1.39
"2076","76","S3a",1.56
"2077","77","S3a",1.41
"2078","78","S3a",1.29
"2079","79","S3a",1.18
"2080","80","S3a",1.19
"2081","81","S3a",1.23
"2082","82","S3a",1.31
"2083","83","S3a",1.35
"2084","84","S3a",1.37
"2085","85","S3a",1.37
"2086","86","S3a",1.46
"2087","87","S3a",1.29
"2088","88","S3a",1.23
"2089","89","S3a",1.36
"2090","90","S3a",1.31
"2091","91","S3a",1.28
"2092","92","S3a",1.36
"2093","93","S3a",1.35
"2094","94","S3a",1.34
"2095","95","S3a",1.38
"2096","96","S3a",1.33
"2097","97","S3a",1.33
"2098","98","S3a",1.32
"2099","99","S3a",1.3
"2100","100","S3a",1.35
"2101","101","S3a",1.42
"2102","102","S3a",1.27
"2103","103","S3a",1.12
"2104","104","S3a",1.43
"2105","105","S3a",1.36
"2106","106","S3a",1.44
"2107","107","S3a",1.31
"2108","108","S3a",1.47
"2109","109","S3a",1.43
"2110","110","S3a",1.4
"2111","111","S3a",1.36
"2112","112","S3a",1.38
"2113","113","S3a",1.36
"2114","114","S3a",1.47
"2115","115","S3a",1.31
"2116","116","S3a",1.54
"2117","117","S3a",1.44
"2118","118","S3a",1.19
"2119","119","S3a",1.44
"2120","120","S3a",1.14
"2121","121","S3a",1.38
"2122","122","S3a",1.41
"2123","123","S3a",1.21
"2124","124","S3a",1.25
"2125","125","S3a",1.13
"2126","126","S3a",1.26
"2127","127","S3a",1.32
"2128","128","S3a",1.32
"2129","129","S3a",1.41
"2130","130","S3a",1.26
"2131","131","S3a",1.1
"2132","132","S3a",1.31
"2133","133","S3a",1.34
"2134","134","S3a",1.39
"2135","135","S3a",1.41
"2136","136","S3a",1.42
"2137","137","S3a",1.35
"2138","138","S3a",1.22
"2139","139","S3a",1.16
"2140","140","S3a",1.25
"2141","141","S3a",1.22
"2142","142","S3a",1.16
"2143","143","S3a",1.19
"2144","144","S3a",1.31
"2145","145","S3a",1.25
