"","ID","Scenario","CO2_emis"
"927","427","S1",20.343164405
"928","428","S1",20.419915875
"929","429","S1",20.47294782
"930","430","S1",20.15109374
"931","431","S1",20.41113872
"932","432","S1",20.42933178
"933","433","S1",20.25074239
"934","434","S1",20.424177615
"935","435","S1",20.541195885
"936","436","S1",20.169703265
"937","437","S1",20.411893175
"938","438","S1",20.33512674
"939","439","S1",20.3988353
"940","440","S1",20.412923205
"941","441","S1",20.505293025
"942","442","S1",20.524755555
"943","443","S1",20.360686595
"944","444","S1",20.249438245
"945","445","S1",20.42945296
"946","446","S1",20.30835253
"947","447","S1",20.11749476
"948","448","S1",20.36689926
"949","449","S1",20.38253878
"950","450","S1",20.548701015
"951","451","S1",20.37159681
"952","452","S1",20.058784875
"953","453","S1",20.482504615
"954","454","S1",20.39635622
"955","455","S1",20.230743675
"956","456","S1",20.352990935
"957","457","S1",20.30312938
"958","458","S1",20.35080714
"959","459","S1",20.271795955
"960","460","S1",20.324787385
"961","461","S1",20.280541355
"962","462","S1",20.51736248
"963","463","S1",20.52344922
"964","464","S1",20.241106755
"965","465","S1",20.46592303
"966","466","S1",20.578790885
"967","467","S1",20.51980725
"968","468","S1",20.39501521
"969","469","S1",20.66275877
"970","470","S1",20.384226175
"971","471","S1",20.35004429
"972","472","S1",20.36152865
"973","473","S1",20.51580758
"974","474","S1",20.476606945
"975","475","S1",20.32184731
"976","476","S1",20.34926027
"977","477","S1",20.3573567
"978","478","S1",20.38722976
"979","479","S1",20.425231005
"980","480","S1",20.262227115
"981","481","S1",20.436676675
"982","482","S1",20.463798365
"983","483","S1",20.378602985
"984","484","S1",20.54520833
"985","485","S1",20.486937175
"986","486","S1",20.369664135
"987","487","S1",20.45524678
"988","488","S1",20.56832378
"989","489","S1",20.220106115
"990","490","S1",20.447649305
"991","491","S1",20.60550779
"992","492","S1",20.32856258
"993","493","S1",20.432704015
"994","494","S1",20.28010226
"995","495","S1",20.333738645
"996","496","S1",20.278525825
"997","497","S1",20.41197968
"998","498","S1",20.349661405
"999","499","S1",20.566340735
"1000","500","S1",20.54364321
"1001","1","S2",20.391797005
"1002","2","S2",20.141950855
"1003","3","S2",20.459924985
"1004","4","S2",20.5273956
"1005","5","S2",20.333183115
"1006","6","S2",20.272223735
"1007","7","S2",20.443152505
"1008","8","S2",20.284778275
"1009","9","S2",20.241378315
"1010","10","S2",20.216834985
"1011","11","S2",20.18731999
"1012","12","S2",20.40027486
"1013","13","S2",20.250356585
"1014","14","S2",20.01016359
"1015","15","S2",20.33196292
"1016","16","S2",20.181512475
"1017","17","S2",20.1709001
"1018","18","S2",20.46532078
"1019","19","S2",20.28957547
"1020","20","S2",20.48637252
"1021","21","S2",20.258929705
"1022","22","S2",20.37749448
"1023","23","S2",20.19986431
"1024","24","S2",20.458856265
"1025","25","S2",20.702435365
"1026","26","S2",20.41377694
"1027","27","S2",20.330181355
"1028","28","S2",20.39584011
"1029","29","S2",20.45532343
"1030","30","S2",20.432676275
"1031","31","S2",20.41402368
"1032","32","S2",20.55661823
"1033","33","S2",20.19322131
"1034","34","S2",20.272492375
"1035","35","S2",20.45784558
"1036","36","S2",20.486804315
"1037","37","S2",20.25249658
"1038","38","S2",20.384643735
"1039","39","S2",20.246033525
"1040","40","S2",20.516847465
"1041","41","S2",20.46485066
"1042","42","S2",20.22089561
"1043","43","S2",20.42159013
"1044","44","S2",20.42364143
"1045","45","S2",20.140293025
"1046","46","S2",20.378994265
"1047","47","S2",20.30378273
"1048","48","S2",20.531371545
"1049","49","S2",20.35906709
"1050","50","S2",20.36786943
"1051","51","S2",20.48618345
"1052","52","S2",20.297272225
"1053","53","S2",20.33929869
"1054","54","S2",20.414540885
"1055","55","S2",20.227148425
"1056","56","S2",20.40674266
"1057","57","S2",20.370154695
"1058","58","S2",20.34657241
"1059","59","S2",20.222018715
"1060","60","S2",20.40058
"1061","61","S2",20.2284533
"1062","62","S2",20.24412348
"1063","63","S2",20.464415215
"1064","64","S2",20.50050751
"1065","65","S2",20.35559594
"1066","66","S2",20.249724405
"1067","67","S2",20.300081995
"1068","68","S2",20.401892175
"1069","69","S2",20.38615374
"1070","70","S2",20.414027695
"1071","71","S2",20.07116531
"1072","72","S2",20.37209467
"1073","73","S2",20.48378029
"1074","74","S2",20.376623225
"1075","75","S2",20.26174714
"1076","76","S2",20.21685944
"1077","77","S2",20.17816214
"1078","78","S2",20.201304235
"1079","79","S2",20.40341824
"1080","80","S2",20.29975021
"1081","81","S2",20.15114046
"1082","82","S2",20.37879169
"1083","83","S2",20.35284968
"1084","84","S2",20.061717285
"1085","85","S2",20.36442018
"1086","86","S2",20.3926084
"1087","87","S2",20.50999167
"1088","88","S2",20.25502457
"1089","89","S2",20.584415535
"1090","90","S2",20.43380011
"1091","91","S2",20.47033734
"1092","92","S2",20.23362316
"1093","93","S2",20.367148555
"1094","94","S2",20.285439655
"1095","95","S2",20.19017575
"1096","96","S2",20.30589024
"1097","97","S2",20.348480995
"1098","98","S2",20.40996634
"1099","99","S2",20.63250246
"1100","100","S2",20.470817315
"1101","101","S2",20.29162823
"1102","102","S2",20.533428685
"1103","103","S2",20.463674265
"1104","104","S2",20.240752705
"1105","105","S2",20.075177025
"1106","106","S2",20.292520655
"1107","107","S2",20.175215495
"1108","108","S2",20.38580699
"1109","109","S2",20.2841669
"1110","110","S2",20.132536775
"1111","111","S2",20.30749332
"1112","112","S2",20.36839795
"1113","113","S2",20.63452894
"1114","114","S2",20.36040518
"1115","115","S2",20.59375552
"1116","116","S2",20.246572265
"1117","117","S2",20.50748704
"1118","118","S2",20.321933085
"1119","119","S2",20.475074675
"1120","120","S2",20.18609578
"1121","121","S2",20.503238805
"1122","122","S2",20.21995318
"1123","123","S2",20.28235066
"1124","124","S2",20.557752285
"1125","125","S2",20.321758615
"1126","126","S2",20.68380613
"1127","127","S2",20.38686987
"1128","128","S2",20.25150743
"1129","129","S2",19.99407293
"1130","130","S2",20.268151065
"1131","131","S2",20.33929066
"1132","132","S2",20.40670981
"1133","133","S2",20.500257485
"1134","134","S2",20.1834123
"1135","135","S2",20.216099875
"1136","136","S2",20.114313785
"1137","137","S2",20.26958296
"1138","138","S2",20.334992055
"1139","139","S2",20.55017379
"1140","140","S2",20.285094365
"1141","141","S2",20.23574381
"1142","142","S2",20.38183214
"1143","143","S2",20.31671176
"1144","144","S2",20.5958988
"1145","145","S2",20.560610965
"1146","146","S2",20.16930578
"1147","147","S2",20.460757185
"1148","148","S2",20.438276105
"1149","149","S2",20.483545595
"1150","150","S2",20.526277605
"1151","151","S2",20.470765485
"1152","152","S2",19.94910055
"1153","153","S2",20.55694381
"1154","154","S2",20.19966429
"1155","155","S2",20.445923585
"1156","156","S2",20.392916825
"1157","157","S2",20.313247545
"1158","158","S2",20.3588459
"1159","159","S2",20.391098395
"1160","160","S2",20.39386911
"1161","161","S2",20.674918745
"1162","162","S2",20.37724993
"1163","163","S2",20.390224585
"1164","164","S2",20.27188903
"1165","165","S2",20.152513955
"1166","166","S2",20.393859985
"1167","167","S2",20.314932385
"1168","168","S2",20.41000357
"1169","169","S2",20.505453625
"1170","170","S2",20.34698924
"1171","171","S2",20.033759745
"1172","172","S2",20.31236607
"1173","173","S2",20.556569685
"1174","174","S2",20.37477523
"1175","175","S2",20.33641811
"1176","176","S2",20.23732791
"1177","177","S2",20.447848595
"1178","178","S2",20.51768952
"1179","179","S2",20.352476285
"1180","180","S2",20.31982229
"1181","181","S2",20.530310125
"1182","182","S2",20.1896027
"1183","183","S2",20.39505755
"1184","184","S2",20.40338101
"1185","185","S2",20.45376853
"1186","186","S2",20.179218815
"1187","187","S2",20.31152803
"1188","188","S2",20.17722117
"1189","189","S2",20.240480415
"1190","190","S2",20.097252225
"1191","191","S2",20.444816175
"1192","192","S2",20.224128415
"1193","193","S2",20.342894305
"1194","194","S2",20.205386395
"1195","195","S2",20.501244445
"1196","196","S2",20.28330258
"1197","197","S2",20.325758285
"1198","198","S2",20.32128521
"1199","199","S2",20.34068788
"1200","200","S2",20.28107024
"1201","201","S2",20.340278715
"1202","202","S2",20.223018085
"1203","203","S2",20.385411695
"1204","204","S2",20.360228885
"1205","205","S2",20.27963652
"1206","206","S2",20.460595855
"1207","207","S2",20.514513655
"1208","208","S2",20.453796635
"1209","209","S2",20.289553935
"1210","210","S2",20.185966935
"1211","211","S2",20.24894075
"1212","212","S2",20.25209727
"1213","213","S2",20.09766942
"1214","214","S2",20.40325983
"1215","215","S2",20.59531772
"1216","216","S2",20.3838338
"1217","217","S2",20.445537415
"1218","218","S2",20.6931859
"1219","219","S2",20.41409814
"1220","220","S2",20.40743251
"1221","221","S2",20.23623656
"1222","222","S2",20.14382075
"1223","223","S2",20.077650995
"1224","224","S2",20.47227111
"1225","225","S2",20.36623642
"1226","226","S2",20.419701255
"1227","227","S2",20.09063514
"1228","228","S2",20.45044411
"1229","229","S2",20.247484035
"1230","230","S2",20.261147445
"1231","231","S2",20.297154695
"1232","232","S2",20.129967175
"1233","233","S2",20.396728155
"1234","234","S2",20.311918945
"1235","235","S2",20.22562236
"1236","236","S2",20.42825065
"1237","237","S2",20.4552351
"1238","238","S2",20.367423765
"1239","239","S2",20.328454905
"1240","240","S2",20.204798015
"1241","241","S2",20.509116765
"1242","242","S2",20.513544215
"1243","243","S2",20.01285802
"1244","244","S2",20.34023893
"1245","245","S2",20.42174489
"1246","246","S2",20.51155314
"1247","247","S2",20.379245385
"1248","248","S2",20.57336224
"1249","249","S2",20.18483215
"1250","250","S2",20.288773565
"1251","251","S2",20.248690725
"1252","252","S2",20.325414455
"1253","253","S2",20.38047799
"1254","254","S2",20.486263385
"1255","255","S2",20.51255397
"1256","256","S2",20.176082735
"1257","257","S2",20.353549385
"1258","258","S2",20.384082
"1259","259","S2",20.25247103
"1260","260","S2",20.207303375
"1261","261","S2",20.201312995
"1262","262","S2",20.33148331
"1263","263","S2",20.093355485
"1264","264","S2",20.359026575
"1265","265","S2",20.49868616
"1266","266","S2",20.551761905
"1267","267","S2",20.500906455
"1268","268","S2",20.44741534
"1269","269","S2",20.296057505
"1270","270","S2",20.556866795
"1271","271","S2",20.521898335
"1272","272","S2",20.241465915
"1273","273","S2",20.15525693
"1274","274","S2",20.077869265
"1275","275","S2",20.50767757
"1276","276","S2",20.47550428
"1277","277","S2",20.340420335
"1278","278","S2",20.35603978
"1279","279","S2",20.303704255
"1280","280","S2",19.96396262
"1281","281","S2",20.37338604
"1282","282","S2",20.42777615
"1283","283","S2",20.163012085
"1284","284","S2",20.43653907
"1285","285","S2",20.390986705
"1286","286","S2",20.35973139
"1287","287","S2",20.484637675
"1288","288","S2",20.413038545
"1289","289","S2",20.53080105
"1290","290","S2",20.41260894
"1291","291","S2",20.50025128
"1292","292","S2",20.66035269
"1293","293","S2",20.30498285
"1294","294","S2",20.123974605
"1295","295","S2",20.23252816
"1296","296","S2",20.191897455
"1297","297","S2",20.22427916
"1298","298","S2",20.493888235
"1299","299","S2",20.42170693
"1300","300","S2",20.270474655
"1301","301","S2",20.352235385
"1302","302","S2",20.344177645
"1303","303","S2",20.46842401
"1304","304","S2",20.231498495
"1305","305","S2",20.17074169
"1306","306","S2",20.20003805
"1307","307","S2",20.251134035
"1308","308","S2",20.113608605
"1309","309","S2",20.25488149
"1310","310","S2",20.38017358
"1311","311","S2",20.28525314
"1312","312","S2",20.444467235
"1313","313","S2",20.133877785
"1314","314","S2",20.344176915
"1315","315","S2",20.54946861
"1316","316","S2",20.441413645
"1317","317","S2",20.44255208
"1318","318","S2",20.3550937
"1319","319","S2",20.333889025
"1320","320","S2",20.35585071
"1321","321","S2",20.523488275
"1322","322","S2",20.338503355
"1323","323","S2",20.250463895
"1324","324","S2",20.30329363
"1325","325","S2",20.405323905
"1326","326","S2",20.03212418
"1327","327","S2",20.44605608
"1328","328","S2",20.443589775
"1329","329","S2",20.30970668
"1330","330","S2",20.318651005
"1331","331","S2",20.415037285
"1332","332","S2",20.351672555
"1333","333","S2",20.207923145
"1334","334","S2",20.30286512
"1335","335","S2",20.37634181
"1336","336","S2",20.291006635
"1337","337","S2",20.22239211
"1338","338","S2",20.338447145
"1339","339","S2",20.513150015
"1340","340","S2",20.2937737
"1341","341","S2",20.13072309
"1342","342","S2",20.50640591
"1343","343","S2",20.387460805
"1344","344","S2",20.347699895
"1345","345","S2",20.2388193
"1346","346","S2",20.0404345
"1347","347","S2",20.406758355
"1348","348","S2",20.259091035
"1349","349","S2",20.46283805
"1350","350","S2",20.32337447
"1351","351","S2",20.141319405
"1352","352","S2",20.14818542
"1353","353","S2",20.68512378
"1354","354","S2",20.31796152
"1355","355","S2",20.2867584
"1356","356","S2",20.055966345
"1357","357","S2",20.48161292
"1358","358","S2",20.247768005
"1359","359","S2",20.28117682
"1360","360","S2",20.545370755
"1361","361","S2",20.28115492
"1362","362","S2",20.1390867
"1363","363","S2",20.414086825
"1364","364","S2",20.201267735
"1365","365","S2",20.52669845
"1366","366","S2",20.252724705
"1367","367","S2",20.24689456
"1368","368","S2",20.331968395
"1369","369","S2",20.32276054
"1370","370","S2",20.47076293
"1371","371","S2",20.21881146
"1372","372","S2",20.43980363
"1373","373","S2",20.20237186
"1374","374","S2",20.20433118
"1375","375","S2",20.457797765
"1376","376","S2",20.297457645
"1377","377","S2",20.10386055
"1378","378","S2",20.39445749
"1379","379","S2",20.21834864
"1380","380","S2",20.31404434
"1381","381","S2",20.348238635
"1382","382","S2",20.338790975
"1383","383","S2",20.45603664
"1384","384","S2",20.171474975
"1385","385","S2",20.405967035
"1386","386","S2",20.470281495
"1387","387","S2",20.00822909
"1388","388","S2",20.476198145
"1389","389","S2",20.455440595
"1390","390","S2",19.99412841
"1391","391","S2",20.14506905
"1392","392","S2",20.24524111
"1393","393","S2",20.256559395
"1394","394","S2",20.10283125
"1395","395","S2",20.62544555
"1396","396","S2",20.43164515
"1397","397","S2",20.37450586
"1398","398","S2",20.43311172
"1399","399","S2",20.361307095
"1400","400","S2",20.261456965
"1401","401","S2",20.30323596
"1402","402","S2",20.54394835
"1403","403","S2",20.246229895
"1404","404","S2",20.36569987
"1405","405","S2",20.231329135
"1406","406","S2",20.500750235
"1407","407","S2",20.282681715
"1408","408","S2",20.410349225
"1409","409","S2",20.40903413
"1410","410","S2",20.385284675
"1411","411","S2",20.195816095
"1412","412","S2",20.25544578
"1413","413","S2",20.337101025
"1414","414","S2",20.19637637
"1415","415","S2",20.377064145
"1416","416","S2",20.40980939
"1417","417","S2",20.282617475
"1418","418","S2",20.287268305
"1419","419","S2",20.44498298
"1420","420","S2",20.282558345
"1421","421","S2",20.222969905
"1422","422","S2",20.38324542
"1423","423","S2",20.315085685
"1424","424","S2",20.19165619
"1425","425","S2",20.43374682
"1426","426","S2",20.400381805
"1427","427","S2",20.31342384
"1428","428","S2",20.410841975
"1429","429","S2",20.45329257
"1430","430","S2",20.13990503
"1431","431","S2",20.394285575
"1432","432","S2",20.40822894
"1433","433","S2",20.2432358
"1434","434","S2",20.405553125
"1435","435","S2",20.5312792
"1436","436","S2",20.15582925
"1437","437","S2",20.3827972
"1438","438","S2",20.3127026
"1439","439","S2",20.38075466
"1440","440","S2",20.393111735
"1441","441","S2",20.49443902
"1442","442","S2",20.50021332
"1443","443","S2",20.331890285
"1444","444","S2",20.24150132
"1445","445","S2",20.406075075
"1446","446","S2",20.29421024
"1447","447","S2",20.09768767
"1448","448","S2",20.3571158
"1449","449","S2",20.36053731
"1450","450","S2",20.53883908
"1451","451","S2",20.34786597
"1452","452","S2",20.03357104
"1453","453","S2",20.458547475
"1454","454","S2",20.3721757
"1455","455","S2",20.209345915
"1456","456","S2",20.33212644
"1457","457","S2",20.275097015
"1458","458","S2",20.33869936
"1459","459","S2",20.24133269
"1460","460","S2",20.31594672
"1461","461","S2",20.26943988
"1462","462","S2",20.505919365
"1463","463","S2",20.475473255
"1464","464","S2",20.22864456
"1465","465","S2",20.426526025
"1466","466","S2",20.56562351
"1467","467","S2",20.504003845
"1468","468","S2",20.37982099
"1469","469","S2",20.653600555
"1470","470","S2",20.36232289
"1471","471","S2",20.337430255
"1472","472","S2",20.35154955
"1473","473","S2",20.49578441
"1474","474","S2",20.45440363
"1475","475","S2",20.3031323
"1476","476","S2",20.334563545
"1477","477","S2",20.34650963
"1478","478","S2",20.36935571
"1479","479","S2",20.40309266
"1480","480","S2",20.25458292
"1481","481","S2",20.430400135
"1482","482","S2",20.434101965
"1483","483","S2",20.34255887
"1484","484","S2",20.50932518
"1485","485","S2",20.46327167
"1486","486","S2",20.35075531
"1487","487","S2",20.43788446
"1488","488","S2",20.534179125
"1489","489","S2",20.204476085
"1490","490","S2",20.43587842
"1491","491","S2",20.59095451
"1492","492","S2",20.2960075
"1493","493","S2",20.422796455
"1494","494","S2",20.26992022
"1495","495","S2",20.32431398
"1496","496","S2",20.26580375
"1497","497","S2",20.389755195
"1498","498","S2",20.32070121
"1499","499","S2",20.541579135
"1500","500","S2",20.526027945
"1501","1","S3",20.328818445
"1502","2","S3",20.096919345
"1503","3","S3",20.412923935
"1504","4","S3",20.48811065
"1505","5","S3",20.31471886
"1506","6","S3",20.21784567
"1507","7","S3",20.397869875
"1508","8","S3",20.221904105
"1509","9","S3",20.197951345
"1510","10","S3",20.17182574
"1511","11","S3",20.144543815
"1512","12","S3",20.361472075
"1513","13","S3",20.218019045
"1514","14","S3",19.958549305
"1515","15","S3",20.292717025
"1516","16","S3",20.14133802
"1517","17","S3",20.14061605
"1518","18","S3",20.42728194
"1519","19","S3",20.23204563
"1520","20","S3",20.43241092
"1521","21","S3",20.245135625
"1522","22","S3",20.335734465
"1523","23","S3",20.147871885
"1524","24","S3",20.406185305
"1525","25","S3",20.66576345
"1526","26","S3",20.374811365
"1527","27","S3",20.29893699
"1528","28","S3",20.345560265
"1529","29","S3",20.42467438
"1530","30","S3",20.41149423
"1531","31","S3",20.384272895
"1532","32","S3",20.51639596
"1533","33","S3",20.15329834
"1534","34","S3",20.20362308
"1535","35","S3",20.415851965
"1536","36","S3",20.44411501
"1537","37","S3",20.20324129
"1538","38","S3",20.32719821
"1539","39","S3",20.217088295
"1540","40","S3",20.491593845
"1541","41","S3",20.39637812
"1542","42","S3",20.19158903
"1543","43","S3",20.375820225
"1544","44","S3",20.35299422
"1545","45","S3",20.08187587
"1546","46","S3",20.342668005
"1547","47","S3",20.267000585
"1548","48","S3",20.481423485
"1549","49","S3",20.313261415
"1550","50","S3",20.33269073
"1551","51","S3",20.422082515
"1552","52","S3",20.25869574
"1553","53","S3",20.299581945
"1554","54","S3",20.35519444
"1555","55","S3",20.19616394
"1556","56","S3",20.344537535
"1557","57","S3",20.332984555
"1558","58","S3",20.31691543
"1559","59","S3",20.18211728
"1560","60","S3",20.367422305
"1561","61","S3",20.212001655
"1562","62","S3",20.209535715
"1563","63","S3",20.42705272
"1564","64","S3",20.45206106
"1565","65","S3",20.31674534
"1566","66","S3",20.20616348
"1567","67","S3",20.255409645
"1568","68","S3",20.36272147
"1569","69","S3",20.36228931
"1570","70","S3",20.354516635
"1571","71","S3",20.03818902
"1572","72","S3",20.34654175
"1573","73","S3",20.44315141
"1574","74","S3",20.325399125
"1575","75","S3",20.219430135
"1576","76","S3",20.18517744
"1577","77","S3",20.14211182
"1578","78","S3",20.17973018
"1579","79","S3",20.350232265
"1580","80","S3",20.251413625
"1581","81","S3",20.09109139
"1582","82","S3",20.34830543
"1583","83","S3",20.291235125
"1584","84","S3",20.026351705
"1585","85","S3",20.336760115
"1586","86","S3",20.368506355
"1587","87","S3",20.46389071
"1588","88","S3",20.20269744
"1589","89","S3",20.525047555
"1590","90","S3",20.397804175
"1591","91","S3",20.432393765
"1592","92","S3",20.176775505
"1593","93","S3",20.331504115
"1594","94","S3",20.25849645
"1595","95","S3",20.13211739
"1596","96","S3",20.271379125
"1597","97","S3",20.31325156
"1598","98","S3",20.3576341
"1599","99","S3",20.59209769
"1600","100","S3",20.43264087
"1601","101","S3",20.24610762
"1602","102","S3",20.500791115
"1603","103","S3",20.44277619
"1604","104","S3",20.187753245
"1605","105","S3",20.0440626
"1606","106","S3",20.24792386
"1607","107","S3",20.134712175
"1608","108","S3",20.35736181
"1609","109","S3",20.26157632
"1610","110","S3",20.055681645
"1611","111","S3",20.254049655
"1612","112","S3",20.324439905
"1613","113","S3",20.57211905
"1614","114","S3",20.326375865
"1615","115","S3",20.58198938
"1616","116","S3",20.21671417
"1617","117","S3",20.470615105
"1618","118","S3",20.28826804
"1619","119","S3",20.41780873
"1620","120","S3",20.15496128
"1621","121","S3",20.47435234
"1622","122","S3",20.17540493
"1623","123","S3",20.234585665
"1624","124","S3",20.52961918
"1625","125","S3",20.26149748
"1626","126","S3",20.64673016
"1627","127","S3",20.3409171
"1628","128","S3",20.191391565
"1629","129","S3",19.942242565
"1630","130","S3",20.20166595
"1631","131","S3",20.281545835
"1632","132","S3",20.365294355
"1633","133","S3",20.461693045
"1634","134","S3",20.169011955
"1635","135","S3",20.15353267
"1636","136","S3",20.08450533
"1637","137","S3",20.243540575
"1638","138","S3",20.294860305
"1639","139","S3",20.52177606
"1640","140","S3",20.246345965
"1641","141","S3",20.210911765
"1642","142","S3",20.339742165
"1643","143","S3",20.272332505
"1644","144","S3",20.56773029
"1645","145","S3",20.512864585
"1646","146","S3",20.12976606
"1647","147","S3",20.426292425
"1648","148","S3",20.405199805
"1649","149","S3",20.448159575
"1650","150","S3",20.48293568
"1651","151","S3",20.431528715
"1652","152","S3",19.907215705
"1653","153","S3",20.511866675
"1654","154","S3",20.163832605
"1655","155","S3",20.42611759
"1656","156","S3",20.38085175
"1657","157","S3",20.270692925
"1658","158","S3",20.3206815
"1659","159","S3",20.352953705
"1660","160","S3",20.33863366
"1661","161","S3",20.63519251
"1662","162","S3",20.331168315
"1663","163","S3",20.353947965
"1664","164","S3",20.226268045
"1665","165","S3",20.113628315
"1666","166","S3",20.362794105
"1667","167","S3",20.27653256
"1668","168","S3",20.36572469
"1669","169","S3",20.44983091
"1670","170","S3",20.314916325
"1671","171","S3",19.986774755
"1672","172","S3",20.301039025
"1673","173","S3",20.52439822
"1674","174","S3",20.3342522
"1675","175","S3",20.300259385
"1676","176","S3",20.20291498
"1677","177","S3",20.385773045
"1678","178","S3",20.48556003
"1679","179","S3",20.31468528
"1680","180","S3",20.30591287
"1681","181","S3",20.47827244
"1682","182","S3",20.14977317
"1683","183","S3",20.366873345
"1684","184","S3",20.36088187
"1685","185","S3",20.41218627
"1686","186","S3",20.143868565
"1687","187","S3",20.283390545
"1688","188","S3",20.149107045
"1689","189","S3",20.22039045
"1690","190","S3",20.057025575
"1691","191","S3",20.39991205
"1692","192","S3",20.19951902
"1693","193","S3",20.290654775
"1694","194","S3",20.16804799
"1695","195","S3",20.45706813
"1696","196","S3",20.253241545
"1697","197","S3",20.309466875
"1698","198","S3",20.28033732
"1699","199","S3",20.304338625
"1700","200","S3",20.24001285
"1701","201","S3",20.27178537
"1702","202","S3",20.185945035
"1703","203","S3",20.34664322
"1704","204","S3",20.319596355
"1705","205","S3",20.232972
"1706","206","S3",20.418097445
"1707","207","S3",20.466030705
"1708","208","S3",20.40599879
"1709","209","S3",20.255115455
"1710","210","S3",20.13530311
"1711","211","S3",20.205119945
"1712","212","S3",20.233230785
"1713","213","S3",20.04671615
"1714","214","S3",20.36845562
"1715","215","S3",20.559377265
"1716","216","S3",20.330531755
"1717","217","S3",20.4053615
"1718","218","S3",20.64424889
"1719","219","S3",20.38644647
"1720","220","S3",20.36555241
"1721","221","S3",20.200757465
"1722","222","S3",20.10576804
"1723","223","S3",20.024029575
"1724","224","S3",20.42641324
"1725","225","S3",20.318710865
"1726","226","S3",20.38935333
"1727","227","S3",20.055008585
"1728","228","S3",20.401487025
"1729","229","S3",20.220827355
"1730","230","S3",20.216491885
"1731","231","S3",20.25798983
"1732","232","S3",20.081571825
"1733","233","S3",20.363749675
"1734","234","S3",20.281623215
"1735","235","S3",20.187905815
"1736","236","S3",20.390247945
"1737","237","S3",20.42254716
"1738","238","S3",20.340780955
"1739","239","S3",20.27636904
"1740","240","S3",20.18349844
"1741","241","S3",20.46241976
"1742","242","S3",20.443561305
"1743","243","S3",19.959867685
"1744","244","S3",20.283590565
"1745","245","S3",20.37962462
"1746","246","S3",20.482779095
"1747","247","S3",20.339134805
"1748","248","S3",20.55684526
"1749","249","S3",20.156180745
"1750","250","S3",20.247428555
"1751","251","S3",20.198542645
"1752","252","S3",20.309556665
"1753","253","S3",20.35110717
"1754","254","S3",20.4375764
"1755","255","S3",20.451805195
"1756","256","S3",20.13544619
"1757","257","S3",20.30513615
"1758","258","S3",20.366360885
"1759","259","S3",20.213946375
"1760","260","S3",20.144867935
"1761","261","S3",20.17609478
"1762","262","S3",20.299457845
"1763","263","S3",20.039569085
"1764","264","S3",20.34144635
"1765","265","S3",20.47227549
"1766","266","S3",20.52283529
"1767","267","S3",20.474880495
"1768","268","S3",20.408731545
"1769","269","S3",20.24654124
"1770","270","S3",20.51317958
"1771","271","S3",20.475428725
"1772","272","S3",20.19664866
"1773","273","S3",20.124454945
"1774","274","S3",20.047220945
"1775","275","S3",20.426647205
"1776","276","S3",20.43762312
"1777","277","S3",20.2977011
"1778","278","S3",20.314203115
"1779","279","S3",20.272493835
"1780","280","S3",19.9267735
"1781","281","S3",20.320908165
"1782","282","S3",20.385624855
"1783","283","S3",20.14536032
"1784","284","S3",20.40269116
"1785","285","S3",20.32842899
"1786","286","S3",20.312322635
"1787","287","S3",20.43841444
"1788","288","S3",20.391818905
"1789","289","S3",20.505793805
"1790","290","S3",20.373578395
"1791","291","S3",20.487206545
"1792","292","S3",20.60320756
"1793","293","S3",20.253537195
"1794","294","S3",20.08126997
"1795","295","S3",20.1984795
"1796","296","S3",20.168183405
"1797","297","S3",20.186172065
"1798","298","S3",20.467108915
"1799","299","S3",20.37927349
"1800","300","S3",20.245329805
"1801","301","S3",20.32385262
"1802","302","S3",20.307172485
"1803","303","S3",20.423601645
"1804","304","S3",20.20509841
"1805","305","S3",20.13132169
"1806","306","S3",20.16087428
"1807","307","S3",20.221007665
"1808","308","S3",20.08006985
"1809","309","S3",20.217426285
"1810","310","S3",20.331569815
"1811","311","S3",20.25218268
"1812","312","S3",20.40151513
"1813","313","S3",20.091186655
"1814","314","S3",20.29319627
"1815","315","S3",20.49865623
"1816","316","S3",20.384091125
"1817","317","S3",20.406636445
"1818","318","S3",20.311642275
"1819","319","S3",20.24758879
"1820","320","S3",20.301346355
"1821","321","S3",20.4869609
"1822","322","S3",20.295231145
"1823","323","S3",20.195406565
"1824","324","S3",20.247727855
"1825","325","S3",20.33491285
"1826","326","S3",19.97845166
"1827","327","S3",20.396487985
"1828","328","S3",20.40468041
"1829","329","S3",20.259345805
"1830","330","S3",20.28034097
"1831","331","S3",20.372210375
"1832","332","S3",20.293459435
"1833","333","S3",20.16944375
"1834","334","S3",20.24032967
"1835","335","S3",20.32570682
"1836","336","S3",20.2732169
"1837","337","S3",20.186888925
"1838","338","S3",20.301666825
"1839","339","S3",20.470851625
"1840","340","S3",20.264661665
"1841","341","S3",20.08909995
"1842","342","S3",20.459362885
"1843","343","S3",20.35768447
"1844","344","S3",20.31691762
"1845","345","S3",20.201433445
"1846","346","S3",19.98967833
"1847","347","S3",20.3411288
"1848","348","S3",20.21436576
"1849","349","S3",20.420807935
"1850","350","S3",20.30239281
"1851","351","S3",20.11530695
"1852","352","S3",20.08820716
"1853","353","S3",20.66525391
"1854","354","S3",20.28546192
"1855","355","S3",20.247946855
"1856","356","S3",19.98608235
"1857","357","S3",20.465451815
"1858","358","S3",20.210149645
"1859","359","S3",20.23588032
"1860","360","S3",20.4847344
"1861","361","S3",20.25068691
"1862","362","S3",20.111294505
"1863","363","S3",20.374905535
