"","ID","Scenario","car.share"
"1077","77","S2",39.35
"1078","78","S2",38.38
"1079","79","S2",39
"1080","80","S2",38.73
"1081","81","S2",38.46
"1082","82","S2",38.62
"1083","83","S2",39.67
"1084","84","S2",39.25
"1085","85","S2",39.61
"1086","86","S2",39.36
"1087","87","S2",39.69
"1088","88","S2",39.23
"1089","89","S2",39.28
"1090","90","S2",40.16
"1091","91","S2",39.01
"1092","92","S2",38.65
"1093","93","S2",39.6
"1094","94","S2",38.62
"1095","95","S2",39.34
"1096","96","S2",39.83
"1097","97","S2",38.89
"1098","98","S2",39.67
"1099","99","S2",39.53
"1100","100","S2",38.6
"1101","101","S2",38.23
"1102","102","S2",39.65
"1103","103","S2",39.04
"1104","104","S2",39.46
"1105","105","S2",39.53
"1106","106","S2",38.65
"1107","107","S2",39.53
"1108","108","S2",38.98
"1109","109","S2",38.63
"1110","110","S2",38.73
"1111","111","S2",39.32
"1112","112","S2",39.24
"1113","113","S2",38.27
"1114","114","S2",39.3
"1115","115","S2",38.79
"1116","116","S2",39.05
"1117","117","S2",39.28
"1118","118","S2",40.13
"1119","119","S2",38.57
"1120","120","S2",39.63
"1121","121","S2",39.33
"1122","122","S2",39.24
"1123","123","S2",39.4
"1124","124","S2",38.51
"1125","125","S2",38.94
"1126","126","S2",38.54
"1127","127","S2",38.16
"1128","128","S2",38.51
"1129","129","S2",39.43
"1130","130","S2",39.65
"1131","131","S2",39.26
"1132","132","S2",39.68
"1133","133","S2",39.16
"1134","134","S2",39.27
"1135","135","S2",38.98
"1136","136","S2",39.14
"1137","137","S2",38.65
"1138","138","S2",39.59
"1139","139","S2",38.86
"1140","140","S2",39.07
"1141","141","S2",39.69
"1142","142","S2",39.16
"1143","143","S2",38.88
"1144","144","S2",38.52
"1145","145","S2",39.99
"1146","146","S2",39.89
"1147","147","S2",38.65
"1148","148","S2",39.09
"1149","149","S2",38.33
"1150","150","S2",38.69
"1151","151","S2",38.04
"1152","152","S2",40.3
"1153","153","S2",38.29
"1154","154","S2",38.55
"1155","155","S2",39.21
"1156","156","S2",39.66
"1157","157","S2",38.92
"1158","158","S2",38.66
"1159","159","S2",38.6
"1160","160","S2",39.06
"1161","161","S2",39
"1162","162","S2",39.43
"1163","163","S2",38.95
"1164","164","S2",38.8
"1165","165","S2",39.21
"1166","166","S2",39.11
"1167","167","S2",38.49
"1168","168","S2",39.38
"1169","169","S2",39.13
"1170","170","S2",39.77
"1171","171","S2",39.13
"1172","172","S2",39.08
"1173","173","S2",39.05
"1174","174","S2",38.12
"1175","175","S2",39.63
"1176","176","S2",39.13
"1177","177","S2",37.89
"1178","178","S2",39.45
"1179","179","S2",38.62
"1180","180","S2",39.12
"1181","181","S2",38.78
"1182","182","S2",38.6
"1183","183","S2",39.59
"1184","184","S2",39.22
"1185","185","S2",39.06
"1186","186","S2",39.84
"1187","187","S2",39.05
"1188","188","S2",39.71
"1189","189","S2",39.19
"1190","190","S2",38.86
"1191","191","S2",39.21
"1192","192","S2",39.51
"1193","193","S2",40.1
"1194","194","S2",39
"1195","195","S2",38.91
"1196","196","S2",39.39
"1197","197","S2",38.56
"1198","198","S2",39.52
"1199","199","S2",40.63
"1200","200","S2",38.63
"1201","201","S2",38.85
"1202","202","S2",38.17
"1203","203","S2",39.27
"1204","204","S2",39.66
"1205","205","S2",38.23
"1206","206","S2",39.91
"1207","207","S2",38.85
"1208","208","S2",39.33
"1209","209","S2",39.03
"1210","210","S2",39.12
"1211","211","S2",39.27
"1212","212","S2",37.88
"1213","213","S2",39.36
"1214","214","S2",38.77
"1215","215","S2",39.13
"1216","216","S2",40
"1217","217","S2",39.73
"1218","218","S2",38.81
"1219","219","S2",38.47
"1220","220","S2",39.05
"1221","221","S2",39.48
"1222","222","S2",38.75
"1223","223","S2",39.15
"1224","224","S2",38.53
"1225","225","S2",38.08
"1226","226","S2",38.92
"1227","227","S2",39.15
"1228","228","S2",39.23
"1229","229","S2",39.33
"1230","230","S2",39.55
"1231","231","S2",38.89
"1232","232","S2",40.04
"1233","233","S2",39.41
"1234","234","S2",38.85
"1235","235","S2",39.55
"1236","236","S2",38.89
"1237","237","S2",39.98
"1238","238","S2",39.63
"1239","239","S2",39.38
"1240","240","S2",39.47
"1241","241","S2",39
"1242","242","S2",39.93
"1243","243","S2",39.45
"1244","244","S2",39.53
"1245","245","S2",39.16
"1246","246","S2",39.01
"1247","247","S2",39.5
"1248","248","S2",39.8
"1249","249","S2",38.24
"1250","250","S2",39.28
"1251","251","S2",39.7
"1252","252","S2",38.59
"1253","253","S2",38.95
"1254","254","S2",39.74
"1255","255","S2",39.86
"1256","256","S2",39.14
"1257","257","S2",38.98
"1258","258","S2",39.7
"1259","259","S2",39.32
"1260","260","S2",38.9
"1261","261","S2",40.62
"1262","262","S2",39.64
"1263","263","S2",39.47
"1264","264","S2",38.82
"1265","265","S2",38.27
"1266","266","S2",39.62
"1267","267","S2",39.77
"1268","268","S2",38.89
"1269","269","S2",38.31
"1270","270","S2",39.47
"1271","271","S2",39.43
"1272","272","S2",39.23
"1273","273","S2",38.76
"1274","274","S2",39.61
"1275","275","S2",39.79
"1276","276","S2",39.92
"1277","277","S2",39.26
"1278","278","S2",39.39
"1279","279","S2",38.67
"1280","280","S2",39.11
"1281","281","S2",38.6
"1282","282","S2",38.7
"1283","283","S2",39.4
"1284","284","S2",38.95
"1285","285","S2",39.43
"1286","286","S2",40.1
"1287","287","S2",39.06
"1288","288","S2",38.87
"1289","289","S2",38.13
"1290","290","S2",38.68
"1291","291","S2",39.26
"1292","292","S2",39.66
"1293","293","S2",39.44
"1294","294","S2",39.4
"1295","295","S2",39.29
"1296","296","S2",38.45
"1297","297","S2",39.73
"1298","298","S2",39.12
"1299","299","S2",38.77
"1300","300","S2",39.11
"1301","301","S2",39.51
"1302","302","S2",39.09
"1303","303","S2",39.66
"1304","304","S2",38.6
"1305","305","S2",39.11
"1306","306","S2",39.17
"1307","307","S2",39.27
"1308","308","S2",38.79
"1309","309","S2",39.2
"1310","310","S2",38.83
"1311","311","S2",38.79
"1312","312","S2",39.32
"1313","313","S2",38.76
"1314","314","S2",39.59
"1315","315","S2",39.1
"1316","316","S2",39.35
"1317","317","S2",38.93
"1318","318","S2",39.75
"1319","319","S2",40.68
"1320","320","S2",39.34
"1321","321","S2",38.78
"1322","322","S2",39.55
"1323","323","S2",39.51
"1324","324","S2",39.37
"1325","325","S2",38.62
"1326","326","S2",40.01
"1327","327","S2",39.4
"1328","328","S2",39.14
"1329","329","S2",39.23
"1330","330","S2",38.69
"1331","331","S2",38.69
"1332","332","S2",38.61
"1333","333","S2",39.82
"1334","334","S2",38.46
"1335","335","S2",39.36
"1336","336","S2",39.55
"1337","337","S2",38.6
"1338","338","S2",38.78
"1339","339","S2",39.69
"1340","340","S2",39.06
"1341","341","S2",39.36
"1342","342","S2",40.04
"1343","343","S2",39.52
"1344","344","S2",39.11
"1345","345","S2",39.55
"1346","346","S2",38.95
"1347","347","S2",38.68
"1348","348","S2",39.7
"1349","349","S2",39.06
"1350","350","S2",39.25
"1351","351","S2",39.57
"1352","352","S2",39.45
"1353","353","S2",39.19
"1354","354","S2",39.46
"1355","355","S2",39.27
"1356","356","S2",39.31
"1357","357","S2",38.84
"1358","358","S2",38.65
"1359","359","S2",39.78
"1360","360","S2",39.16
"1361","361","S2",39.06
"1362","362","S2",38.99
"1363","363","S2",39.07
"1364","364","S2",38.67
"1365","365","S2",39.8
"1366","366","S2",38.9
"1367","367","S2",38.8
"1368","368","S2",39.33
"1369","369","S2",37.82
"1370","370","S2",39.31
"1371","371","S2",39.46
"1372","372","S2",39.61
"1373","373","S2",38.62
"1374","374","S2",38.84
"1375","375","S2",38.41
"1376","376","S2",39.49
"1377","377","S2",39.36
"1378","378","S2",39.41
"1379","379","S2",39.47
"1380","380","S2",38.98
"1381","381","S2",38.18
"1382","382","S2",39.29
"1383","383","S2",38.97
"1384","384","S2",39.44
"1385","385","S2",39.49
"1386","386","S2",38.59
"1387","387","S2",38.67
"1388","388","S2",39.35
"1389","389","S2",38.35
"1390","390","S2",38.84
"1391","391","S2",38.62
"1392","392","S2",39.66
"1393","393","S2",38.62
"1394","394","S2",39.43
"1395","395","S2",38.66
"1396","396","S2",39.38
"1397","397","S2",39.56
"1398","398","S2",39.32
"1399","399","S2",38.96
"1400","400","S2",39.23
"1401","401","S2",39.35
"1402","402","S2",39.68
"1403","403","S2",39.34
"1404","404","S2",39.82
"1405","405","S2",38.65
"1406","406","S2",39.82
"1407","407","S2",39.26
"1408","408","S2",39.62
"1409","409","S2",38.46
"1410","410","S2",37.84
"1411","411","S2",40.03
"1412","412","S2",39.73
"1413","413","S2",39.11
"1414","414","S2",39.26
"1415","415","S2",39.37
"1416","416","S2",39.52
"1417","417","S2",39.99
"1418","418","S2",38.21
"1419","419","S2",39.74
"1420","420","S2",40.1
"1421","421","S2",38.55
"1422","422","S2",38.69
"1423","423","S2",38.92
"1424","424","S2",39.95
"1425","425","S2",40.08
"1426","426","S2",38.86
"1427","427","S2",40.05
"1428","428","S2",38.86
"1429","429","S2",38.97
"1430","430","S2",38.9
"1431","431","S2",38.61
"1432","432","S2",39.2
"1433","433","S2",39.1
"1434","434","S2",38.62
"1435","435","S2",38.78
"1436","436","S2",39.24
"1437","437","S2",38.53
"1438","438","S2",39.71
"1439","439","S2",38.46
"1440","440","S2",39.54
"1441","441","S2",39.03
"1442","442","S2",38.12
"1443","443","S2",39.87
"1444","444","S2",39.1
"1445","445","S2",39.37
"1446","446","S2",39.33
"1447","447","S2",39.79
"1448","448","S2",39.36
"1449","449","S2",38.76
"1450","450","S2",38.51
"1451","451","S2",39.76
"1452","452","S2",39.05
"1453","453","S2",39.35
"1454","454","S2",39.76
"1455","455","S2",39.11
"1456","456","S2",39.67
"1457","457","S2",39.48
"1458","458","S2",39.98
"1459","459","S2",38.89
"1460","460","S2",38.58
"1461","461","S2",39.25
"1462","462","S2",39.77
"1463","463","S2",39.42
"1464","464","S2",38.73
"1465","465","S2",38.9
"1466","466","S2",38.62
"1467","467","S2",39.68
"1468","468","S2",39.04
"1469","469","S2",38.31
"1470","470","S2",39.54
"1471","471","S2",39.49
"1472","472","S2",39.01
"1473","473","S2",39.37
"1474","474","S2",38.97
"1475","475","S2",39
"1476","476","S2",39.93
"1477","477","S2",39.79
"1478","478","S2",39.03
"1479","479","S2",39.58
"1480","480","S2",38.05
"1481","481","S2",38.65
"1482","482","S2",37.96
"1483","483","S2",38.98
"1484","484","S2",38.97
"1485","485","S2",39.54
"1486","486","S2",39.81
"1487","487","S2",38.11
"1488","488","S2",38.69
"1489","489","S2",39.24
"1490","490","S2",39.63
"1491","491","S2",38.63
"1492","492","S2",38.96
"1493","493","S2",39.54
"1494","494","S2",39.6
"1495","495","S2",38.55
"1496","496","S2",39.33
"1497","497","S2",39
"1498","498","S2",39.4
"1499","499","S2",38.92
"1500","500","S2",38.6
"1501","1","S3",38.92
"1502","2","S3",38.67
"1503","3","S3",38.43
"1504","4","S3",37.61
"1505","5","S3",38.66
"1506","6","S3",38.84
"1507","7","S3",38.89
"1508","8","S3",38.76
"1509","9","S3",39.15
"1510","10","S3",38.87
"1511","11","S3",39.66
"1512","12","S3",39.35
"1513","13","S3",39.53
"1514","14","S3",39.2
"1515","15","S3",39.18
"1516","16","S3",39.5
"1517","17","S3",38.62
"1518","18","S3",39.16
"1519","19","S3",38.71
"1520","20","S3",39.54
"1521","21","S3",39.47
"1522","22","S3",39.25
"1523","23","S3",39.97
"1524","24","S3",39.21
"1525","25","S3",38.74
"1526","26","S3",39.15
"1527","27","S3",38.3
"1528","28","S3",38.51
"1529","29","S3",39.42
"1530","30","S3",38.87
"1531","31","S3",39.27
"1532","32","S3",38.77
"1533","33","S3",39
"1534","34","S3",38.93
"1535","35","S3",39.5
"1536","36","S3",39.35
"1537","37","S3",38.39
"1538","38","S3",39.26
"1539","39","S3",38.87
"1540","40","S3",38.27
"1541","41","S3",37.9
"1542","42","S3",38.84
"1543","43","S3",38.53
"1544","44","S3",38.79
"1545","45","S3",38.48
"1546","46","S3",39.01
"1547","47","S3",39.48
"1548","48","S3",39.07
"1549","49","S3",39.81
"1550","50","S3",39.26
"1551","51","S3",38.52
"1552","52","S3",39.13
"1553","53","S3",38.14
"1554","54","S3",38.68
"1555","55","S3",38.97
"1556","56","S3",39.02
"1557","57","S3",38.19
"1558","58","S3",38.8
"1559","59","S3",38.31
"1560","60","S3",38.65
"1561","61","S3",39.06
"1562","62","S3",38.57
"1563","63","S3",39.09
"1564","64","S3",39.9
"1565","65","S3",39
"1566","66","S3",39.12
"1567","67","S3",38.37
"1568","68","S3",38.63
"1569","69","S3",39.31
"1570","70","S3",39.31
"1571","71","S3",38.82
"1572","72","S3",38.76
"1573","73","S3",38.46
"1574","74","S3",38.26
"1575","75","S3",38.46
"1576","76","S3",39.37
"1577","77","S3",39.08
"1578","78","S3",38.19
"1579","79","S3",38.7
"1580","80","S3",38.48
"1581","81","S3",38.17
"1582","82","S3",38.43
"1583","83","S3",39.35
"1584","84","S3",38.95
"1585","85","S3",39.38
"1586","86","S3",39.12
"1587","87","S3",39.43
"1588","88","S3",38.92
"1589","89","S3",39
"1590","90","S3",39.91
"1591","91","S3",38.76
"1592","92","S3",38.36
"1593","93","S3",39.36
"1594","94","S3",38.41
"1595","95","S3",39.05
"1596","96","S3",39.59
"1597","97","S3",38.69
"1598","98","S3",39.36
"1599","99","S3",39.23
"1600","100","S3",38.36
"1601","101","S3",38.03
"1602","102","S3",39.46
"1603","103","S3",38.86
"1604","104","S3",39.21
"1605","105","S3",39.28
"1606","106","S3",38.4
"1607","107","S3",39.26
"1608","108","S3",38.75
"1609","109","S3",38.41
"1610","110","S3",38.42
"1611","111","S3",39.06
"1612","112","S3",39
"1613","113","S3",37.98
"1614","114","S3",39.05
"1615","115","S3",38.64
"1616","116","S3",38.78
"1617","117","S3",39.04
"1618","118","S3",39.9
"1619","119","S3",38.22
"1620","120","S3",39.41
"1621","121","S3",39.12
"1622","122","S3",38.92
"1623","123","S3",39.1
"1624","124","S3",38.29
"1625","125","S3",38.62
"1626","126","S3",38.28
"1627","127","S3",37.85
"1628","128","S3",38.24
"1629","129","S3",39.18
"1630","130","S3",39.31
"1631","131","S3",38.98
"1632","132","S3",39.42
"1633","133","S3",38.87
"1634","134","S3",39.09
"1635","135","S3",38.73
"1636","136","S3",38.86
"1637","137","S3",38.38
"1638","138","S3",39.3
"1639","139","S3",38.63
"1640","140","S3",38.82
"1641","141","S3",39.48
"1642","142","S3",38.93
"1643","143","S3",38.63
"1644","144","S3",38.33
"1645","145","S3",39.67
"1646","146","S3",39.57
"1647","147","S3",38.43
"1648","148","S3",38.89
"1649","149","S3",38.1
"1650","150","S3",38.5
"1651","151","S3",37.83
"1652","152","S3",39.98
"1653","153","S3",38.01
"1654","154","S3",38.29
"1655","155","S3",38.99
"1656","156","S3",39.5
"1657","157","S3",38.66
"1658","158","S3",38.38
"1659","159","S3",38.39
"1660","160","S3",38.76
"1661","161","S3",38.71
"1662","162","S3",39.16
"1663","163","S3",38.62
"1664","164","S3",38.49
"1665","165","S3",38.97
"1666","166","S3",38.85
"1667","167","S3",38.24
"1668","168","S3",39.12
"1669","169","S3",38.87
"1670","170","S3",39.59
"1671","171","S3",38.93
"1672","172","S3",38.9
"1673","173","S3",38.86
"1674","174","S3",37.86
"1675","175","S3",39.33
"1676","176","S3",38.91
"1677","177","S3",37.58
"1678","178","S3",39.23
"1679","179","S3",38.32
"1680","180","S3",38.96
"1681","181","S3",38.42
"1682","182","S3",38.31
"1683","183","S3",39.4
"1684","184","S3",38.9
"1685","185","S3",38.82
"1686","186","S3",39.65
"1687","187","S3",38.84
"1688","188","S3",39.45
"1689","189","S3",39
"1690","190","S3",38.62
"1691","191","S3",38.97
"1692","192","S3",39.28
"1693","193","S3",39.75
"1694","194","S3",38.75
"1695","195","S3",38.7
"1696","196","S3",39.12
"1697","197","S3",38.4
"1698","198","S3",39.27
"1699","199","S3",40.36
"1700","200","S3",38.34
"1701","201","S3",38.51
"1702","202","S3",37.77
"1703","203","S3",39.01
"1704","204","S3",39.43
"1705","205","S3",37.96
"1706","206","S3",39.59
"1707","207","S3",38.58
"1708","208","S3",38.96
"1709","209","S3",38.79
"1710","210","S3",38.84
"1711","211","S3",39.06
"1712","212","S3",37.75
"1713","213","S3",39.05
"1714","214","S3",38.57
"1715","215","S3",38.91
"1716","216","S3",39.56
"1717","217","S3",39.52
"1718","218","S3",38.57
"1719","219","S3",38.26
"1720","220","S3",38.77
"1721","221","S3",39.2
"1722","222","S3",38.52
"1723","223","S3",38.9
"1724","224","S3",38.24
"1725","225","S3",37.78
"1726","226","S3",38.7
"1727","227","S3",38.87
"1728","228","S3",38.94
"1729","229","S3",39.1
"1730","230","S3",39.25
"1731","231","S3",38.68
"1732","232","S3",39.73
"1733","233","S3",39.19
"1734","234","S3",38.59
"1735","235","S3",39.33
"1736","236","S3",38.62
"1737","237","S3",39.7
"1738","238","S3",39.45
"1739","239","S3",39.12
"1740","240","S3",39.32
"1741","241","S3",38.75
"1742","242","S3",39.55
"1743","243","S3",39.09
"1744","244","S3",39.28
"1745","245","S3",38.88
"1746","246","S3",38.77
"1747","247","S3",39.19
"1748","248","S3",39.65
"1749","249","S3",38.01
"1750","250","S3",38.99
"1751","251","S3",39.45
"1752","252","S3",38.45
"1753","253","S3",38.73
"1754","254","S3",39.51
"1755","255","S3",39.49
"1756","256","S3",38.85
"1757","257","S3",38.72
"1758","258","S3",39.48
"1759","259","S3",39.11
"1760","260","S3",38.61
"1761","261","S3",40.38
"1762","262","S3",39.42
"1763","263","S3",39.19
"1764","264","S3",38.63
"1765","265","S3",38.08
"1766","266","S3",39.41
"1767","267","S3",39.56
"1768","268","S3",38.65
"1769","269","S3",38.05
"1770","270","S3",39.18
"1771","271","S3",39.21
"1772","272","S3",39
"1773","273","S3",38.58
"1774","274","S3",39.39
"1775","275","S3",39.41
"1776","276","S3",39.65
"1777","277","S3",38.99
"1778","278","S3",39.21
"1779","279","S3",38.42
"1780","280","S3",38.9
"1781","281","S3",38.33
"1782","282","S3",38.43
"1783","283","S3",39.26
"1784","284","S3",38.74
"1785","285","S3",39.11
"1786","286","S3",39.86
"1787","287","S3",38.77
"1788","288","S3",38.58
"1789","289","S3",37.87
"1790","290","S3",38.43
"1791","291","S3",39.09
"1792","292","S3",39.38
"1793","293","S3",39.17
"1794","294","S3",39.13
"1795","295","S3",39.06
"1796","296","S3",38.21
"1797","297","S3",39.46
"1798","298","S3",38.91
"1799","299","S3",38.5
"1800","300","S3",38.87
"1801","301","S3",39.19
"1802","302","S3",38.84
"1803","303","S3",39.38
"1804","304","S3",38.42
"1805","305","S3",38.86
"1806","306","S3",38.95
"1807","307","S3",39.05
"1808","308","S3",38.6
"1809","309","S3",38.91
"1810","310","S3",38.56
"1811","311","S3",38.52
"1812","312","S3",39.02
"1813","313","S3",38.48
"1814","314","S3",39.33
"1815","315","S3",38.86
"1816","316","S3",39.01
"1817","317","S3",38.75
"1818","318","S3",39.54
"1819","319","S3",40.33
"1820","320","S3",39.03
"1821","321","S3",38.47
"1822","322","S3",39.28
"1823","323","S3",39.17
"1824","324","S3",39.12
"1825","325","S3",38.29
"1826","326","S3",39.73
"1827","327","S3",39.14
"1828","328","S3",38.87
"1829","329","S3",38.94
"1830","330","S3",38.49
"1831","331","S3",38.43
"1832","332","S3",38.32
"1833","333","S3",39.58
"1834","334","S3",38.2
"1835","335","S3",39.08
"1836","336","S3",39.33
"1837","337","S3",38.33
"1838","338","S3",38.52
"1839","339","S3",39.38
"1840","340","S3",38.8
"1841","341","S3",39.12
"1842","342","S3",39.73
"1843","343","S3",39.3
"1844","344","S3",38.89
"1845","345","S3",39.29
"1846","346","S3",38.66
"1847","347","S3",38.36
"1848","348","S3",39.44
"1849","349","S3",38.73
"1850","350","S3",39.08
"1851","351","S3",39.35
"1852","352","S3",39.09
"1853","353","S3",39
"1854","354","S3",39.16
"1855","355","S3",39
"1856","356","S3",38.99
"1857","357","S3",38.68
"1858","358","S3",38.36
"1859","359","S3",39.52
"1860","360","S3",38.83
"1861","361","S3",38.86
"1862","362","S3",38.83
"1863","363","S3",38.83
"1864","364","S3",38.36
"1865","365","S3",39.49
"1866","366","S3",38.62
"1867","367","S3",38.62
"1868","368","S3",39
"1869","369","S3",37.68
"1870","370","S3",39.01
"1871","371","S3",39.25
"1872","372","S3",39.31
"1873","373","S3",38.34
"1874","374","S3",38.61
"1875","375","S3",38.18
"1876","376","S3",39.15
"1877","377","S3",39.13
"1878","378","S3",39.2
"1879","379","S3",39.22
"1880","380","S3",38.72
"1881","381","S3",37.89
"1882","382","S3",39.03
"1883","383","S3",38.68
"1884","384","S3",39.12
"1885","385","S3",39.24
"1886","386","S3",38.34
"1887","387","S3",38.5
"1888","388","S3",39.14
"1889","389","S3",38.09
"1890","390","S3",38.54
"1891","391","S3",38.35
"1892","392","S3",39.37
"1893","393","S3",38.34
"1894","394","S3",39.2
"1895","395","S3",38.47
"1896","396","S3",39.09
"1897","397","S3",39.26
"1898","398","S3",39.06
"1899","399","S3",38.62
"1900","400","S3",39.01
"1901","401","S3",39.06
"1902","402","S3",39.42
"1903","403","S3",39.08
"1904","404","S3",39.61
"1905","405","S3",38.34
"1906","406","S3",39.47
"1907","407","S3",39.06
"1908","408","S3",39.22
"1909","409","S3",38.2
"1910","410","S3",37.61
"1911","411","S3",39.81
"1912","412","S3",39.54
"1913","413","S3",38.82
"1914","414","S3",39.01
"1915","415","S3",39.09
"1916","416","S3",39.3
"1917","417","S3",39.62
"1918","418","S3",37.97
"1919","419","S3",39.49
"1920","420","S3",39.77
"1921","421","S3",38.27
"1922","422","S3",38.42
"1923","423","S3",38.77
"1924","424","S3",39.7
"1925","425","S3",39.77
"1926","426","S3",38.63
"1927","427","S3",39.74
"1928","428","S3",38.61
"1929","429","S3",38.71
"1930","430","S3",38.43
"1931","431","S3",38.4
"1932","432","S3",38.94
"1933","433","S3",38.85
"1934","434","S3",38.33
"1935","435","S3",38.53
"1936","436","S3",39
"1937","437","S3",38.24
"1938","438","S3",39.44
"1939","439","S3",38.2
"1940","440","S3",39.19
"1941","441","S3",38.72
"1942","442","S3",37.87
"1943","443","S3",39.66
"1944","444","S3",38.94
"1945","445","S3",39.12
"1946","446","S3",39.11
"1947","447","S3",39.52
"1948","448","S3",39.15
"1949","449","S3",38.55
"1950","450","S3",38.18
"1951","451","S3",39.46
"1952","452","S3",38.69
"1953","453","S3",39.15
"1954","454","S3",39.45
"1955","455","S3",38.9
"1956","456","S3",39.43
"1957","457","S3",39.25
"1958","458","S3",39.67
"1959","459","S3",38.63
"1960","460","S3",38.45
"1961","461","S3",38.89
"1962","462","S3",39.55
"1963","463","S3",39.16
"1964","464","S3",38.47
"1965","465","S3",38.61
"1966","466","S3",38.45
"1967","467","S3",39.31
"1968","468","S3",38.7
"1969","469","S3",38.13
"1970","470","S3",39.24
"1971","471","S3",39.24
"1972","472","S3",38.69
"1973","473","S3",39.12
"1974","474","S3",38.69
"1975","475","S3",38.67
"1976","476","S3",39.64
"1977","477","S3",39.47
"1978","478","S3",38.76
"1979","479","S3",39.35
"1980","480","S3",37.79
"1981","481","S3",38.4
"1982","482","S3",37.73
"1983","483","S3",38.74
"1984","484","S3",38.85
"1985","485","S3",39.3
"1986","486","S3",39.6
"1987","487","S3",37.93
"1988","488","S3",38.38
"1989","489","S3",38.96
"1990","490","S3",39.39
"1991","491","S3",38.39
"1992","492","S3",38.62
"1993","493","S3",39.27
"1994","494","S3",39.41
"1995","495","S3",38.32
"1996","496","S3",39.04
"1997","497","S3",38.71
"1998","498","S3",39.14
"1999","499","S3",38.69
"2000","500","S3",38.2
"2001","1","S3a",38.53
"2002","2","S3a",38.4
"2003","3","S3a",38.13
"2004","4","S3a",37.2
"2005","5","S3a",38.29
"2006","6","S3a",38.44
"2007","7","S3a",38.62
"2008","8","S3a",38.36
"2009","9","S3a",38.78
"2010","10","S3a",38.4
"2011","11","S3a",39.16
"2012","12","S3a",38.99
"2013","13","S3a",39.06
"2014","14","S3a",38.84
"2015","15","S3a",38.83
"2016","16","S3a",39.1
"2017","17","S3a",38.28
"2018","18","S3a",38.86
"2019","19","S3a",38.3
"2020","20","S3a",39.12
"2021","21","S3a",39.15
"2022","22","S3a",38.79
"2023","23","S3a",39.64
"2024","24","S3a",38.78
"2025","25","S3a",38.29
"2026","26","S3a",38.77
"2027","27","S3a",37.8
"2028","28","S3a",38.07
"2029","29","S3a",39.08
"2030","30","S3a",38.56
"2031","31","S3a",38.92
"2032","32","S3a",38.36
"2033","33","S3a",38.55
"2034","34","S3a",38.64
"2035","35","S3a",39.06
"2036","36","S3a",39.04
"2037","37","S3a",37.96
"2038","38","S3a",38.84
"2039","39","S3a",38.38
"2040","40","S3a",37.9
"2041","41","S3a",37.57
"2042","42","S3a",38.4
"2043","43","S3a",38.16
"2044","44","S3a",38.31
"2045","45","S3a",38.17
"2046","46","S3a",38.5
"2047","47","S3a",39.12
"2048","48","S3a",38.65
"2049","49","S3a",39.39
"2050","50","S3a",38.92
"2051","51","S3a",38.13
"2052","52","S3a",38.78
"2053","53","S3a",37.8
"2054","54","S3a",38.41
"2055","55","S3a",38.65
"2056","56","S3a",38.62
"2057","57","S3a",37.77
"2058","58","S3a",38.32
"2059","59","S3a",37.95
"2060","60","S3a",38.29
"2061","61","S3a",38.64
"2062","62","S3a",38.26
"2063","63","S3a",38.73
"2064","64","S3a",39.45
"2065","65","S3a",38.48
"2066","66","S3a",38.79
"2067","67","S3a",37.96
"2068","68","S3a",38.24
"2069","69","S3a",38.92
"2070","70","S3a",38.92
"2071","71","S3a",38.52
"2072","72","S3a",38.35
"2073","73","S3a",38.15
"2074","74","S3a",37.92
"2075","75","S3a",38.01
"2076","76","S3a",39.02
"2077","77","S3a",38.68
"2078","78","S3a",37.76
"2079","79","S3a",38.25
"2080","80","S3a",38.08
"2081","81","S3a",37.73
"2082","82","S3a",38
"2083","83","S3a",38.94
"2084","84","S3a",38.55
"2085","85","S3a",38.97
"2086","86","S3a",38.78
"2087","87","S3a",39.05
"2088","88","S3a",38.51
"2089","89","S3a",38.61
"2090","90","S3a",39.45
"2091","91","S3a",38.38
"2092","92","S3a",37.97
"2093","93","S3a",38.98
"2094","94","S3a",37.95
"2095","95","S3a",38.69
"2096","96","S3a",39.26
"2097","97","S3a",38.2
"2098","98","S3a",38.93
"2099","99","S3a",38.83
"2100","100","S3a",38.01
"2101","101","S3a",37.64
"2102","102","S3a",39.03
"2103","103","S3a",38.44
"2104","104","S3a",38.8
"2105","105","S3a",38.83
"2106","106","S3a",38.05
"2107","107","S3a",38.94
"2108","108","S3a",38.35
"2109","109","S3a",37.95
"2110","110","S3a",38.1
"2111","111","S3a",38.57
"2112","112","S3a",38.64
"2113","113","S3a",37.66
"2114","114","S3a",38.65
"2115","115","S3a",38.18
"2116","116","S3a",38.41
"2117","117","S3a",38.81
"2118","118","S3a",39.49
"2119","119","S3a",37.93
"2120","120","S3a",39.04
"2121","121","S3a",38.79
"2122","122","S3a",38.54
"2123","123","S3a",38.74
"2124","124","S3a",37.88
"2125","125","S3a",38.18
"2126","126","S3a",37.92
"2127","127","S3a",37.48
"2128","128","S3a",37.83
"2129","129","S3a",38.83
"2130","130","S3a",38.98
"2131","131","S3a",38.68
"2132","132","S3a",39.1
"2133","133","S3a",38.45
"2134","134","S3a",38.88
"2135","135","S3a",38.21
"2136","136","S3a",38.46
"2137","137","S3a",38.05
"2138","138","S3a",38.79
"2139","139","S3a",38.22
"2140","140","S3a",38.45
"2141","141","S3a",38.97
"2142","142","S3a",38.58
"2143","143","S3a",38.28
